faostat_country_code,m49_code,country,year,production_tonnes,production_flag,area_harvested_ha,area_harvested_flag,yield_kg_ha,yield_flag
203,724,Spain,2002,4414911.0,A,2430582.0,A,1816.4,A
203,724,Spain,2003,7553566.0,A,2439582.0,A,3096.3,A
203,724,Spain,2004,5200029.0,A,2464774.0,A,2109.7,A
203,724,Spain,2005,4021720.0,A,2465258.0,A,1631.4,A
203,724,Spain,2006,5679021.0,A,2483697.0,A,2286.5,A
203,724,Spain,2007,6140251.0,A,2470162.0,A,2485.8,A
203,724,Spain,2008,5570727.0,A,2450471.0,A,2273.3,A
203,724,Spain,2009,6972094.0,A,2449828.0,A,2846.0,A
203,724,Spain,2010,7197600.0,A,2475466.0,A,2907.6,A
203,724,Spain,2011,7820060.0,A,2503675.0,A,3123.4,A
203,724,Spain,2012,3849300.0,A,2504261.0,A,1537.1,A
203,724,Spain,2013,9276100.0,A,2507000.0,A,3700.1,A
203,724,Spain,2014,4560400.0,A,2515800.0,A,1812.7,A
203,724,Spain,2015,5947700.0,A,2351370.0,A,2529.5,A
203,724,Spain,2016,7082550.0,A,2521694.0,A,2808.6,A
203,724,Spain,2017,6549499.0,A,2554829.0,A,2563.6,A
203,724,Spain,2018,9819570.0,A,2579000.0,A,3807.5,A
203,724,Spain,2019,5965080.0,A,2601900.0,A,2292.6,A
203,724,Spain,2020,8137810.0,A,2623720.0,A,3101.6,A
203,724,Spain,2021,8256550.0,A,2623290.0,A,3147.4,A
203,724,Spain,2022,3940070.0,A,2635280.0,A,1495.1,A
203,724,Spain,2023,5101010.0,A,2651110.0,A,1924.1,A
203,724,Spain,2024,8310250.0,A,2645680.0,A,3141.1,A
210,752,Sweden,2018,,A,,A,,
210,752,Sweden,2019,,A,,A,,
210,752,Sweden,2020,,A,,A,,
210,752,Sweden,2021,,A,,A,,
210,752,Sweden,2022,,A,,A,,
210,752,Sweden,2023,,A,,A,,
210,752,Sweden,2024,,A,,A,,
212,760,Syrian Arab Republic,1961,83000.0,A,80000.0,E,1037.5,E
212,760,Syrian Arab Republic,1962,87285.0,A,80000.0,E,1091.1,E
212,760,Syrian Arab Republic,1963,68000.0,A,80000.0,E,850.0,E
212,760,Syrian Arab Republic,1964,122592.0,A,110000.0,E,1114.5,E
212,760,Syrian Arab Republic,1965,65630.0,A,110000.0,E,596.6,E
212,760,Syrian Arab Republic,1966,116272.0,A,117724.0,A,987.7,A
212,760,Syrian Arab Republic,1967,113083.0,A,141718.0,A,797.9,A
212,760,Syrian Arab Republic,1968,111808.0,A,142214.0,A,786.2,A
212,760,Syrian Arab Republic,1969,128896.0,A,143285.0,A,899.6,A
212,760,Syrian Arab Republic,1970,85402.0,A,124452.0,A,686.2,A
212,760,Syrian Arab Republic,1971,117120.0,A,125014.0,A,936.9,A
212,760,Syrian Arab Republic,1972,161326.0,A,149436.0,A,1079.6,A
212,760,Syrian Arab Republic,1973,73183.0,A,175275.0,A,417.5,A
212,760,Syrian Arab Republic,1974,215010.0,A,179834.0,A,1195.6,A
212,760,Syrian Arab Republic,1975,156865.0,A,183126.0,A,856.6,A
212,760,Syrian Arab Republic,1976,233403.0,A,219422.0,A,1063.7,A
212,760,Syrian Arab Republic,1977,175537.0,A,228263.0,A,769.0,A
212,760,Syrian Arab Republic,1978,304677.0,A,234427.0,A,1299.7,A
212,760,Syrian Arab Republic,1979,195950.0,A,241254.0,A,812.2,A
212,760,Syrian Arab Republic,1980,392015.0,A,249328.0,A,1572.3,A
212,760,Syrian Arab Republic,1981,207892.0,A,257825.0,A,806.3,A
212,760,Syrian Arab Republic,1982,471000.0,A,266104.0,A,1770.0,A
212,760,Syrian Arab Republic,1983,152000.0,A,270600.0,A,561.7,A
212,760,Syrian Arab Republic,1984,310000.0,A,280700.0,A,1104.4,A
212,760,Syrian Arab Republic,1985,184999.0,A,295693.0,A,625.6,A
212,760,Syrian Arab Republic,1986,414534.0,A,307900.0,A,1346.3,A
212,760,Syrian Arab Republic,1987,220831.0,A,323233.0,A,683.2,A
212,760,Syrian Arab Republic,1988,487179.0,A,342221.0,A,1423.6,A
212,760,Syrian Arab Republic,1989,119796.0,A,359000.0,A,333.7,A
212,760,Syrian Arab Republic,1990,460500.0,A,391200.0,A,1177.1,A
212,760,Syrian Arab Republic,1991,226000.0,A,406000.0,A,556.7,A
212,760,Syrian Arab Republic,1992,519315.0,A,415000.0,A,1251.4,A
212,760,Syrian Arab Republic,1993,325164.0,A,388800.0,A,836.3,A
212,760,Syrian Arab Republic,1994,517892.0,A,402362.0,A,1287.1,A
212,760,Syrian Arab Republic,1995,423358.0,A,421600.0,A,1004.2,A
212,760,Syrian Arab Republic,1996,647645.0,A,438064.0,A,1478.4,A
212,760,Syrian Arab Republic,1997,402956.0,A,445180.0,A,905.2,A
212,760,Syrian Arab Republic,1998,785000.0,A,459700.0,A,1707.6,A
212,760,Syrian Arab Republic,1999,400509.0,A,469857.0,A,852.4,A
212,760,Syrian Arab Republic,2000,866052.0,A,477993.0,A,1811.9,A
212,760,Syrian Arab Republic,2001,496952.0,A,488957.0,A,1016.4,A
212,760,Syrian Arab Republic,2002,940941.0,A,501500.0,A,1876.3,A
212,760,Syrian Arab Republic,2003,552277.0,A,517000.0,A,1068.2,A
212,760,Syrian Arab Republic,2004,1027200.0,A,531400.0,A,1933.0,A
212,760,Syrian Arab Republic,2005,612223.0,A,544700.0,A,1124.0,A
212,760,Syrian Arab Republic,2006,1190780.0,A,565000.0,A,2107.6,A
212,760,Syrian Arab Republic,2007,495310.0,A,600498.0,A,824.8,A
212,760,Syrian Arab Republic,2008,827033.0,A,617060.0,A,1340.3,A
212,760,Syrian Arab Republic,2009,885942.0,A,635691.0,A,1393.7,A
212,760,Syrian Arab Republic,2010,960403.0,A,647458.0,A,1483.3,A
212,760,Syrian Arab Republic,2011,1095043.0,A,684490.0,A,1599.8,A
212,760,Syrian Arab Republic,2012,1049761.0,A,695711.0,A,1508.9,A
212,760,Syrian Arab Republic,2013,842098.0,A,697442.0,A,1207.4,A
212,760,Syrian Arab Republic,2014,392214.36,A,697028.0,A,562.7,A
212,760,Syrian Arab Republic,2015,913299.0,A,694931.0,A,1314.2,A
212,760,Syrian Arab Republic,2016,668441.0,A,691769.0,A,966.3,A
212,760,Syrian Arab Republic,2017,849919.0,A,692417.0,A,1227.5,A
212,760,Syrian Arab Republic,2018,664643.0,A,693064.0,A,959.0,A
212,760,Syrian Arab Republic,2019,844316.05,A,693227.0,A,1218.0,A
212,760,Syrian Arab Republic,2020,781204.0,A,696363.0,A,1121.8,A
212,760,Syrian Arab Republic,2021,566042.94,A,693106.0,A,816.7,A
212,760,Syrian Arab Republic,2022,990948.0,A,676338.0,A,1465.2,A
212,760,Syrian Arab Republic,2023,697325.0,A,674767.0,A,1033.4,A
212,760,Syrian Arab Republic,2024,785468.0,A,681220.0,A,1153.0,A
222,788,Tunisia,1961,189000.0,A,540000.0,E,350.0,E
222,788,Tunisia,1962,225000.0,A,650000.0,E,346.2,E
222,788,Tunisia,1963,448000.0,A,1300000.0,E,344.6,E
222,788,Tunisia,1964,450000.0,X,1300000.0,E,346.2,E
222,788,Tunisia,1965,277400.0,A,650000.0,E,426.8,E
222,788,Tunisia,1966,97400.0,A,270000.0,E,360.7,E
222,788,Tunisia,1967,275100.0,A,680000.0,E,404.6,E
222,788,Tunisia,1968,279900.0,A,700000.0,E,399.9,E
222,788,Tunisia,1969,129950.0,A,320000.0,E,406.1,E
222,788,Tunisia,1970,454600.0,A,1059200.0,A,429.2,A
222,788,Tunisia,1971,842000.0,A,1119500.0,A,752.1,A
222,788,Tunisia,1972,358000.0,A,1247400.0,A,287.0,A
222,788,Tunisia,1973,657200.0,A,1282150.0,A,512.6,A
222,788,Tunisia,1974,594200.0,A,1285760.0,A,462.1,A
222,788,Tunisia,1975,875200.0,A,1294130.0,A,676.3,A
222,788,Tunisia,1976,435200.0,A,1318600.0,A,330.0,A
222,788,Tunisia,1977,633000.0,A,1324300.0,A,478.0,A
222,788,Tunisia,1978,410000.0,A,1327640.0,A,308.8,A
222,788,Tunisia,1979,437000.0,A,1330500.0,A,328.4,A
222,788,Tunisia,1980,725000.0,A,1323800.0,A,547.7,A
222,788,Tunisia,1981,400000.0,A,1350000.0,A,296.3,A
222,788,Tunisia,1982,275000.0,A,1286100.0,A,213.8,A
222,788,Tunisia,1983,750000.0,A,1300000.0,E,576.9,E
222,788,Tunisia,1984,475000.0,A,1310000.0,A,362.6,A
222,788,Tunisia,1985,525000.0,A,1315000.0,A,399.2,A
222,788,Tunisia,1986,570000.0,A,1325000.0,A,430.2,A
222,788,Tunisia,1987,500000.0,A,1325000.0,A,377.4,A
222,788,Tunisia,1988,270000.0,A,1355300.0,A,199.2,A
222,788,Tunisia,1989,650000.0,A,1350400.0,A,481.3,A
222,788,Tunisia,1990,825000.0,A,1392000.0,A,592.7,A
222,788,Tunisia,1991,1325000.0,A,1395000.0,A,949.8,A
222,788,Tunisia,1992,675000.0,A,1400000.0,A,482.1,A
222,788,Tunisia,1993,1050000.0,A,1454850.0,A,721.7,A
222,788,Tunisia,1994,350000.0,A,1363000.0,X,256.8,E
222,788,Tunisia,1995,300000.0,A,1460000.0,A,205.5,A
222,788,Tunisia,1996,1550000.0,A,1624000.0,A,954.4,A
222,788,Tunisia,1997,500000.0,A,1200000.0,X,416.7,E
222,788,Tunisia,1998,950000.0,A,1332000.0,A,713.2,A
222,788,Tunisia,1999,1125000.0,A,1500000.0,A,750.0,A
222,788,Tunisia,2000,550000.0,A,1387240.0,A,396.5,A
222,788,Tunisia,2001,150000.0,A,1377700.0,A,108.9,A
222,788,Tunisia,2002,350000.0,A,1377700.0,X,254.0,E
222,788,Tunisia,2003,1400000.0,A,1652400.0,X,847.3,E
222,788,Tunisia,2004,650000.0,A,1664300.0,X,390.6,E
222,788,Tunisia,2005,1050000.0,A,1672900.0,A,627.7,A
222,788,Tunisia,2006,1218000.0,A,1683600.0,A,723.4,A
222,788,Tunisia,2007,998000.0,A,1706700.0,A,584.8,A
222,788,Tunisia,2008,1183000.0,A,1719800.0,A,687.9,A
222,788,Tunisia,2009,800000.0,A,1738450.0,A,460.2,A
222,788,Tunisia,2010,873000.0,A,1763450.0,A,495.1,A
222,788,Tunisia,2011,562000.0,A,1763450.0,A,318.7,A
222,788,Tunisia,2012,963000.0,A,1810550.0,A,531.9,A
222,788,Tunisia,2013,1100000.0,A,1822820.0,A,603.5,A
222,788,Tunisia,2014,376000.0,A,1588620.0,A,236.7,A
222,788,Tunisia,2015,1700000.0,A,1624980.0,A,1046.2,A
222,788,Tunisia,2016,700000.0,A,1646060.0,A,425.3,A
222,788,Tunisia,2017,500000.0,A,944451.0,I,529.4,E
222,788,Tunisia,2018,1617000.0,A,2424490.0,E,666.9,E
222,788,Tunisia,2019,700000.0,A,1241931.0,I,563.6,E
222,788,Tunisia,2020,2000000.0,A,3605286.0,E,554.7,E
222,788,Tunisia,2021,700000.0,A,1252393.0,I,558.9,E
222,788,Tunisia,2022,1200000.0,A,2126748.0,I,564.2,E
222,788,Tunisia,2023,1093461.52,I,1934669.0,I,565.2,E
222,788,Tunisia,2024,1056228.17,I,1865651.0,I,566.1,E
223,792,Türkiye,1961,689324.0,A,391800.0,A,1759.4,A
223,792,Türkiye,1962,290190.0,A,399393.0,A,726.6,A
223,792,Türkiye,1963,618857.0,A,404760.0,A,1528.9,A
223,792,Türkiye,1964,694486.0,A,424347.0,A,1636.6,A
223,792,Türkiye,1965,394146.0,A,428347.0,A,920.2,A
223,792,Türkiye,1966,840600.0,A,444000.0,A,1893.2,A
223,792,Türkiye,1967,495000.0,A,449667.0,A,1100.8,A
223,792,Türkiye,1968,822000.0,A,444707.0,A,1848.4,A
223,792,Türkiye,1969,307800.0,A,447447.0,A,687.9,A
223,792,Türkiye,1970,681000.0,A,453673.0,A,1501.1,A
223,792,Türkiye,1971,326000.0,A,457900.0,A,711.9,A
223,792,Türkiye,1972,1019000.0,A,460000.0,A,2215.2,A
223,792,Türkiye,1973,332500.0,A,468200.0,A,710.2,A
223,792,Türkiye,1974,840000.0,A,474367.0,A,1770.8,A
223,792,Türkiye,1975,561000.0,A,484800.0,A,1157.2,A
223,792,Türkiye,1976,1097000.0,A,489780.0,A,2239.8,A
223,792,Türkiye,1977,400000.0,A,493333.0,A,810.8,A
223,792,Türkiye,1978,1100000.0,A,490000.0,A,2244.9,A
223,792,Türkiye,1979,430000.0,A,490000.0,A,877.6,A
223,792,Türkiye,1980,1350000.0,A,491667.0,A,2745.8,A
223,792,Türkiye,1981,400000.0,A,506667.0,A,789.5,A
223,792,Türkiye,1982,1320000.0,A,497333.0,A,2654.2,A
223,792,Türkiye,1983,400000.0,A,499900.0,A,800.2,A
223,792,Türkiye,1984,800000.0,A,500000.0,A,1600.0,A
223,792,Türkiye,1985,600000.0,A,505667.0,A,1186.6,A
223,792,Türkiye,1986,1010000.0,A,513333.0,A,1967.5,A
223,792,Türkiye,1987,600000.0,A,526667.0,A,1139.2,A
223,792,Türkiye,1988,1100000.0,A,528793.0,A,2080.2,A
223,792,Türkiye,1989,500000.0,A,529733.0,A,943.9,A
223,792,Türkiye,1990,1100000.0,A,537333.0,A,2047.1,A
223,792,Türkiye,1991,640000.0,A,543467.0,A,1177.6,A
223,792,Türkiye,1992,750000.0,A,541733.0,A,1384.4,A
223,792,Türkiye,1993,550000.0,A,565039.0,A,973.4,A
223,792,Türkiye,1994,1400000.0,A,572410.0,A,2445.8,A
223,792,Türkiye,1995,515000.0,A,556209.0,A,925.9,A
223,792,Türkiye,1996,1800000.0,A,568405.0,A,3166.8,A
223,792,Türkiye,1997,510000.0,A,657647.0,A,775.5,A
223,792,Türkiye,1998,1650000.0,A,600000.0,A,2750.0,A
223,792,Türkiye,1999,600000.0,A,595000.0,A,1008.4,A
223,792,Türkiye,2000,1800000.0,A,600000.0,A,3000.0,A
223,792,Türkiye,2001,600000.0,A,600000.0,A,1000.0,A
223,792,Türkiye,2002,1800000.0,A,620000.0,A,2903.2,A
223,792,Türkiye,2003,850000.0,A,625000.0,A,1360.0,A
223,792,Türkiye,2004,1600000.0,A,644000.0,A,2484.5,A
223,792,Türkiye,2005,1200000.0,A,662000.0,A,1812.7,A
223,792,Türkiye,2006,1766749.0,A,711843.0,A,2481.9,A
223,792,Türkiye,2007,1075854.0,A,753001.0,A,1428.8,A
223,792,Türkiye,2008,1464248.0,A,774371.0,A,1890.9,A
223,792,Türkiye,2009,1290654.0,A,778412.0,A,1658.1,A
223,792,Türkiye,2010,1415000.0,A,784031.0,A,1804.8,A
223,792,Türkiye,2011,1750000.0,A,798493.0,A,2191.6,A
223,792,Türkiye,2012,1820000.0,A,813765.0,A,2236.5,A
223,792,Türkiye,2013,1676000.0,A,825826.0,A,2029.5,A
223,792,Türkiye,2014,1768000.0,A,826092.0,A,2140.2,A
223,792,Türkiye,2015,1700000.0,A,836935.0,A,2031.2,A
223,792,Türkiye,2016,1730000.0,A,845542.0,A,2046.0,A
223,792,Türkiye,2017,2100000.0,A,846062.0,A,2482.1,A
223,792,Türkiye,2018,1500467.0,A,864428.0,A,1735.8,A
223,792,Türkiye,2019,1525000.0,A,879177.0,A,1734.6,A
223,792,Türkiye,2020,1316626.0,A,887077.0,A,1484.2,A
223,792,Türkiye,2021,1738680.0,A,889168.0,A,1955.4,A
223,792,Türkiye,2022,2976000.0,A,901126.0,A,3302.5,A
223,792,Türkiye,2023,1520000.0,A,903061.0,A,1683.2,A
223,792,Türkiye,2024,3750000.0,A,913319.0,A,4105.9,A
231,840,United States of America,1961,39915.0,A,11410.0,A,3498.2,A
231,840,United States of America,1962,47173.0,A,11450.0,A,4119.9,A
231,840,United States of America,1963,51709.0,A,11490.0,A,4500.3,A
231,840,United States of America,1964,48988.0,A,11570.0,A,4234.1,A
231,840,United States of America,1965,45359.0,A,11210.0,A,4046.3,A
231,840,United States of America,1966,57152.0,A,10764.0,A,5309.6,A
231,840,United States of America,1967,12700.0,A,10926.0,A,1162.4,A
231,840,United States of America,1968,78017.0,A,10926.0,A,7140.5,A
231,840,United States of America,1969,63500.0,A,11048.0,A,5747.6,A
231,840,United States of America,1970,47173.0,A,11170.0,A,4223.2,A
231,840,United States of America,1971,49895.0,A,11210.0,A,4450.9,A
231,840,United States of America,1972,21954.0,A,11450.0,A,1917.4,A
231,840,United States of America,1973,63503.0,A,11570.0,A,5488.6,A
231,840,United States of America,1974,53070.0,A,11530.0,A,4602.8,A
231,840,United States of America,1975,60781.0,A,11780.0,A,5159.7,A
231,840,United States of America,1976,72574.0,A,12460.0,A,5824.6,A
231,840,United States of America,1977,39009.0,A,13390.0,A,2913.3,A
231,840,United States of America,1978,114305.0,A,15050.0,A,7595.0,A
231,840,United States of America,1979,56250.0,A,14930.0,A,3767.6,A
231,840,United States of America,1980,98880.0,A,14690.0,A,6731.1,A
231,840,United States of America,1981,40730.0,A,13880.0,A,2934.4,A
231,840,United States of America,1982,132900.0,A,14160.0,A,9385.6,A
231,840,United States of America,1983,55340.0,A,14200.0,A,3897.2,A
231,840,United States of America,1984,82200.0,A,13680.0,A,6008.8,A
231,840,United States of America,1985,87090.0,A,13310.0,A,6543.2,A
231,840,United States of America,1986,101151.0,A,13070.0,A,7739.2,A
231,840,United States of America,1987,61235.0,A,12780.0,A,4791.5,A
231,840,United States of America,1988,79380.0,A,12750.0,A,6225.9,A
231,840,United States of America,1989,111583.0,A,12060.0,A,9252.3,A
231,840,United States of America,1990,119300.0,A,12300.0,A,9699.2,A
231,840,United States of America,1991,58970.0,A,12020.0,A,4906.0,A
231,840,United States of America,1992,149700.0,A,12180.0,A,12290.6,A
231,840,United States of America,1993,110680.0,A,12180.0,A,9087.0,A
231,840,United States of America,1994,76200.0,A,12950.0,A,5884.2,A
231,840,United States of America,1995,70310.0,A,13640.0,A,5154.7,A
231,840,United States of America,1996,150600.0,A,13640.0,A,11041.1,A
231,840,United States of America,1997,94035.0,A,14285.0,A,6582.8,A
231,840,United States of America,1998,81650.0,A,14285.0,A,5715.8,A
231,840,United States of America,1999,113400.0,A,14285.0,A,7938.4,A
231,840,United States of America,2000,72570.0,A,14570.0,A,4980.8,A
231,840,United States of America,2001,121560.0,A,14570.0,A,8343.2,A
231,840,United States of America,2002,93440.0,A,14569.0,A,6413.6,A
231,840,United States of America,2003,107050.0,A,14570.0,A,7347.3,A
231,840,United States of America,2004,97522.0,A,12960.0,A,7524.8,A
231,840,United States of America,2005,128820.0,A,12950.0,A,9947.5,A
231,840,United States of America,2006,45360.0,A,12545.0,A,3615.8,A
231,840,United States of America,2007,120200.0,A,12141.0,A,9900.3,A
231,840,United States of America,2008,60600.0,A,12141.0,A,4991.4,A
231,840,United States of America,2009,42003.0,A,12545.0,A,3348.2,A
231,840,United States of America,2010,186880.0,A,14569.0,A,12827.2,A
231,840,United States of America,2011,64592.0,A,16794.0,A,3846.1,A
231,840,United States of America,2012,145150.0,A,17806.0,A,8151.7,A
231,840,United States of America,2013,150593.0,A,16187.0,A,9303.3,A
231,840,United States of America,2014,86183.0,A,14973.0,A,5755.9,A
231,840,United States of America,2015,162390.0,A,14570.0,A,11145.5,A
231,840,United States of America,2016,149590.0,A,14970.0,A,9992.7,A
231,840,United States of America,2017,174450.0,A,16190.0,A,10775.2,A
231,840,United States of America,2018,48630.0,A,15180.0,A,3203.6,A
231,840,United States of America,2019,151950.0,A,15180.0,A,10009.9,A
231,840,United States of America,2020,61420.0,A,14569.0,A,4215.8,A
231,840,United States of America,2021,104330.0,A,16592.0,A,6288.0,A
231,840,United States of America,2022,78110.0,A,16997.0,A,4595.5,A
231,840,United States of America,2023,110220.0,A,16188.0,A,6808.7,A
231,840,United States of America,2024,147420.0,A,17402.0,A,8471.4,A
234,858,Uruguay,1961,1692.0,A,,M,,
234,858,Uruguay,1962,1000.0,X,,M,,
234,858,Uruguay,1963,1000.0,X,,M,,
234,858,Uruguay,1964,1000.0,X,,M,,
234,858,Uruguay,1965,1000.0,E,,M,,
234,858,Uruguay,1966,1265.0,A,,M,,
234,858,Uruguay,1967,1500.0,E,,M,,
234,858,Uruguay,1968,1650.0,E,,M,,
234,858,Uruguay,1969,1800.0,E,,M,,
234,858,Uruguay,1970,2000.0,A,,M,,
234,858,Uruguay,1971,2100.0,E,,M,,
234,858,Uruguay,1972,2150.0,E,,M,,
234,858,Uruguay,1973,2200.0,E,,M,,
234,858,Uruguay,1974,2250.0,E,,M,,
234,858,Uruguay,1975,2300.0,E,,M,,
234,858,Uruguay,1976,2500.0,E,,M,,
234,858,Uruguay,1977,2500.0,E,,M,,
234,858,Uruguay,1978,2600.0,E,,M,,
234,858,Uruguay,1979,2700.0,E,,M,,
234,858,Uruguay,1980,2800.0,E,,M,,
234,858,Uruguay,1981,2900.0,E,,M,,
234,858,Uruguay,1982,3000.0,E,,M,,
234,858,Uruguay,1983,3000.0,E,,M,,
234,858,Uruguay,1984,3000.0,E,,M,,
234,858,Uruguay,1985,3000.0,E,1300.0,E,2307.7,E
234,858,Uruguay,1986,3000.0,E,1300.0,E,2307.7,E
234,858,Uruguay,1987,3000.0,E,1300.0,E,2307.7,E
234,858,Uruguay,1988,3000.0,E,1300.0,E,2307.7,E
234,858,Uruguay,1989,3000.0,E,1300.0,E,2307.7,E
234,858,Uruguay,1990,2200.0,E,900.0,E,2444.4,E
234,858,Uruguay,1991,2600.0,E,700.0,E,3714.3,E
234,858,Uruguay,1992,2700.0,E,800.0,E,3375.0,E
234,858,Uruguay,1993,2400.0,E,750.0,E,3200.0,E
234,858,Uruguay,1994,2600.0,E,760.0,E,3421.1,E
234,858,Uruguay,1995,3000.0,E,800.0,E,3750.0,E
234,858,Uruguay,1996,2800.0,E,800.0,E,3500.0,E
234,858,Uruguay,1997,3200.0,E,950.0,E,3368.4,E
234,858,Uruguay,1998,4000.0,E,1100.0,E,3636.4,E
234,858,Uruguay,1999,3150.0,E,1350.0,E,2333.3,E
234,858,Uruguay,2000,3200.0,E,1600.0,E,2000.0,E
234,858,Uruguay,2001,3200.0,E,1400.0,E,2285.7,E
234,858,Uruguay,2002,3250.0,E,1450.0,E,2241.4,E
234,858,Uruguay,2003,3300.0,E,1500.0,E,2200.0,E
234,858,Uruguay,2004,3250.0,E,1450.0,E,2241.4,E
234,858,Uruguay,2005,3800.0,E,1500.0,E,2533.3,E
234,858,Uruguay,2006,4200.0,E,1550.0,E,2709.7,E
234,858,Uruguay,2007,3400.0,E,1500.0,E,2266.7,E
234,858,Uruguay,2008,3800.0,E,1800.0,E,2111.1,E
234,858,Uruguay,2009,4300.0,E,2000.0,E,2150.0,E
234,858,Uruguay,2010,4862.81,I,2241.0,I,2169.8,E
234,858,Uruguay,2011,5410.73,I,2524.0,I,2143.5,E
234,858,Uruguay,2012,6300.0,E,3000.0,E,2100.0,E
234,858,Uruguay,2013,6200.0,E,2900.0,E,2137.9,E
234,858,Uruguay,2014,4400.0,E,2800.0,E,1571.4,E
234,858,Uruguay,2015,14000.0,E,4120.0,A,3398.1,E
234,858,Uruguay,2016,5100.0,E,5300.0,A,962.3,E
234,858,Uruguay,2017,6900.0,E,5400.0,A,1277.8,E
234,858,Uruguay,2018,2500.0,E,7000.0,A,357.1,E
234,858,Uruguay,2019,20000.0,A,7300.0,A,2739.7,A
234,858,Uruguay,2020,1931.0,A,2541.0,A,759.9,A
234,858,Uruguay,2021,16714.0,A,5024.0,A,3326.8,A
234,858,Uruguay,2022,14000.0,A,5150.0,A,2718.4,A
234,858,Uruguay,2023,14000.0,A,5070.0,A,2761.3,A
234,858,Uruguay,2024,11684.65,I,5347.0,I,2185.2,E
235,860,Uzbekistan,1992,90.0,E,100.0,E,900.0,E
235,860,Uzbekistan,1993,80.0,E,89.0,I,899.3,E
235,860,Uzbekistan,1994,70.0,E,78.0,I,899.2,E
235,860,Uzbekistan,1995,82.11,I,91.0,I,899.1,E
235,860,Uzbekistan,1996,80.0,E,89.0,I,899.2,E
235,860,Uzbekistan,1997,90.0,E,100.0,I,899.5,E
235,860,Uzbekistan,1998,100.0,E,111.0,I,900.1,E
235,860,Uzbekistan,1999,135.13,I,150.0,E,900.9,E
235,860,Uzbekistan,2000,108.23,I,120.0,E,901.9,E
235,860,Uzbekistan,2001,80.0,E,100.0,E,800.0,E
235,860,Uzbekistan,2002,97.25,I,106.0,I,915.6,E
235,860,Uzbekistan,2003,100.0,E,107.0,I,930.8,E
235,860,Uzbekistan,2004,104.03,I,110.0,I,946.3,E
235,860,Uzbekistan,2005,106.51,I,111.0,I,961.9,E
235,860,Uzbekistan,2006,107.78,I,110.0,I,977.5,E
235,860,Uzbekistan,2007,109.02,I,108.0,I,1011.6,E
235,860,Uzbekistan,2008,110.41,I,108.0,I,1021.6,E
235,860,Uzbekistan,2009,111.15,I,108.0,I,1030.1,E
235,860,Uzbekistan,2010,120.0,A,100.0,E,1200.0,E
235,860,Uzbekistan,2011,111.36,I,108.0,I,1027.2,E
235,860,Uzbekistan,2012,110.0,E,100.0,E,1100.0,E
235,860,Uzbekistan,2013,100.0,E,100.0,E,1000.0,E
235,860,Uzbekistan,2014,120.0,E,150.0,E,800.0,E
235,860,Uzbekistan,2015,122.84,I,140.0,I,874.7,E
235,860,Uzbekistan,2016,114.28,E,127.0,I,897.9,E
235,860,Uzbekistan,2017,113.34,I,139.0,E,814.0,E
235,860,Uzbekistan,2018,115.68,I,134.0,I,863.1,E
235,860,Uzbekistan,2019,119.22,I,139.0,I,860.6,E
235,860,Uzbekistan,2020,121.66,I,142.0,I,855.7,E
235,860,Uzbekistan,2021,122.09,I,138.0,E,883.2,E
235,860,Uzbekistan,2022,121.72,I,140.0,E,871.6,E
235,860,Uzbekistan,2023,122.54,I,140.0,E,875.2,E
235,860,Uzbekistan,2024,122.12,E,139.0,E,876.6,E
248,890,Yugoslav SFR,1961,28300.0,A,,M,,
248,890,Yugoslav SFR,1962,17700.0,A,,M,,
248,890,Yugoslav SFR,1963,63100.0,A,,M,,
248,890,Yugoslav SFR,1964,17300.0,A,,M,,
248,890,Yugoslav SFR,1965,20400.0,A,,M,,
248,890,Yugoslav SFR,1966,30000.0,A,,M,,
248,890,Yugoslav SFR,1967,39900.0,A,,M,,
248,890,Yugoslav SFR,1968,11400.0,A,,M,,
248,890,Yugoslav SFR,1969,7118.0,A,,M,,
248,890,Yugoslav SFR,1970,7762.0,A,,M,,
248,890,Yugoslav SFR,1971,15625.0,A,,M,,
248,890,Yugoslav SFR,1972,11771.0,A,,M,,
248,890,Yugoslav SFR,1973,14511.0,A,,M,,
248,890,Yugoslav SFR,1974,11440.0,A,,M,,
248,890,Yugoslav SFR,1975,25817.0,A,,M,,
248,890,Yugoslav SFR,1976,11943.0,A,,M,,
248,890,Yugoslav SFR,1977,12713.0,A,,M,,
248,890,Yugoslav SFR,1978,12453.0,A,,M,,
248,890,Yugoslav SFR,1979,13400.0,A,,M,,
248,890,Yugoslav SFR,1980,8163.0,A,,M,,
248,890,Yugoslav SFR,1981,33500.0,A,,M,,
248,890,Yugoslav SFR,1982,4300.0,A,,M,,
248,890,Yugoslav SFR,1983,12139.0,A,,M,,
248,890,Yugoslav SFR,1984,17274.0,A,,M,,
248,890,Yugoslav SFR,1985,8827.0,A,25000.0,E,353.1,E
248,890,Yugoslav SFR,1986,7863.0,A,25000.0,E,314.5,E
248,890,Yugoslav SFR,1987,30132.0,A,25000.0,E,1205.3,E
248,890,Yugoslav SFR,1988,16953.0,A,25000.0,E,678.1,E
248,890,Yugoslav SFR,1989,15261.0,A,25000.0,E,610.4,E
248,890,Yugoslav SFR,1990,4377.0,A,26256.0,E,166.7,E
248,890,Yugoslav SFR,1991,35655.0,A,23686.0,I,1505.3,E
