faostat_country_code,m49_code,country,year,production_tonnes,production_flag,area_harvested_ha,area_harvested_flag,yield_kg_ha,yield_flag,production_growth_pct,production_5yr_avg,production_index,major_production_total,major_producer_share_pct,production_direction,alternating_direction,area_growth_pct,yield_growth_pct,growth_interaction_pct,reconstructed_production_growth_pct,growth_difference_pct
203,724,Spain,1961,1863400.0,A,,M,,,,,105.18769404459498,6249888.0,29.814934283622364,,,,,,,
203,724,Spain,1962,1641000.0,A,,M,,,-11.935172265750783,,92.6333615580017,4654200.0,35.258476215031585,decrease,,,,,,
203,724,Spain,1963,3124300.0,A,,M,,,90.39000609384522,,176.3646627152131,8266262.0,37.79580177836125,increase,True,,,,,
203,724,Spain,1964,572700.0,A,,M,,,-81.66949396664853,,32.32853513971211,4362666.0,13.127294182043734,decrease,True,,,,,
203,724,Spain,1965,1656100.0,A,,M,,,189.17408765496768,1771500.0,93.48574654247813,5625915.0,29.436989360841746,increase,True,,,,,
203,724,Spain,1966,2101500.0,A,,M,,,26.894511201014424,1819120.0,118.62828111769687,5624761.0,37.36158745233797,increase,False,,,,,
203,724,Spain,1967,1372000.0,A,,M,,,-34.71330002379253,1765320.0,77.44848998024273,5838572.0,23.498896648015986,decrease,True,,,,,
203,724,Spain,1968,2274300.0,A,,M,,,65.76530612244898,1595320.0,128.38272650296358,6468547.0,35.15936422816438,increase,True,,,,,
203,724,Spain,1969,1738300.0,A,,M,,,-23.567691157718862,1828440.0,98.12588202088625,5680648.0,30.600382209916898,decrease,True,,,,,
203,724,Spain,1970,2100000.0,A,,M,,,20.807685669907382,1917220.0,118.54360711261643,6200075.0,33.87055801744334,increase,True,,,,,
203,724,Spain,1971,1744000.0,A,,M,,,-16.952380952380953,1845720.0,98.44764324019192,7060997.0,24.699061619768425,decrease,True,,,,,
203,724,Spain,1972,2309500.0,A,,M,,,32.42545871559632,2033220.0,130.36974315551794,6407605.0,36.04310815039317,increase,True,,,,,
203,724,Spain,1973,2249400.0,A,,M,,,-2.6022948690192726,2028240.0,126.9771380186283,6675504.0,33.69633214211242,decrease,True,,,,,
203,724,Spain,1974,1640200.0,A,,M,,,-27.082777629590115,2008620.0,92.58820208862547,6265618.0,26.1777848569766,decrease,False,,,,,
203,724,Spain,1975,2357700.0,A,,M,,,43.744665284721385,2060160.0,133.09060118543607,8031393.0,29.356053177823572,increase,True,,,,,
203,724,Spain,1976,2138800.0,A,,M,,,-9.284472155066382,2139120.0,120.73384137736383,6383026.0,33.50761848690574,decrease,True,,,,,
203,724,Spain,1977,1934200.0,A,,M,,,-9.56611183841406,2064060.0,109.18430708439175,7137230.0,27.100149497774346,decrease,False,,,,,
203,724,Spain,1978,2780700.0,A,,M,,,43.76486402647088,2170320.0,156.96867061812023,7521531.0,36.969866906086004,increase,True,,,,,
203,724,Spain,1979,2300100.0,A,,M,,,-17.28341784442766,2302300.0,129.83911939034715,6695858.0,34.35108689580932,decrease,True,,,,,
203,724,Spain,1980,2255000.0,A,1156500.0,A,1949.8,A,-1.9607843137254943,2281760.0,127.29325430426192,8823360.0,25.557157364088056,decrease,False,,,,,
203,724,Spain,1981,1520800.0,A,2045000.0,A,743.7,A,-32.55875831485587,2158160.0,85.84815128422241,6137781.0,24.777684312946324,decrease,False,76.82663207955036,-61.85762642322289,-47.523131065312185,-32.55412540898471,-0.004632905871162052
203,724,Spain,1982,3337900.0,A,2045800.0,A,1631.6,A,119.4831667543398,2438900.0,188.4222410386678,8647969.0,38.597501910564205,increase,True,0.039119804400988833,119.38953879252385,0.04670495405087802,119.47536355097571,0.007803203364090905
203,724,Spain,1983,1328400.0,A,2050400.0,A,647.9,A,-60.20252254411456,2148440.0,74.98729889923793,7345309.0,18.085011808216645,decrease,True,0.2248509140678534,-60.29051238048542,-0.13556376818371377,-60.20122523460128,-0.0012973095132764456
203,724,Spain,1984,3525400.0,A,2039100.0,A,1728.9,A,165.38693164709426,2393500.0,199.00649167372285,7754973.0,45.4598616913302,increase,True,-0.5511119781506091,166.84673560734683,-0.9195123450853657,165.37611128411086,0.010820362983395171
203,724,Spain,1985,1989500.0,A,2051000.0,A,970.0,A,-43.56668746808873,2340400.0,112.305955405024,7463649.0,26.655862300062612,decrease,True,0.5835907998626766,-43.89496211463937,-0.25616696050424276,-43.56753827528094,0.0008508071922079807
203,724,Spain,1986,2556800.0,A,2063000.0,A,1239.4,A,28.514702186479024,2547600.0,144.32966412644652,7356237.0,34.75690084482053,increase,True,0.5850804485616701,27.77319587628866,0.16249553901290095,28.52077186386323,-0.006069677384207495
203,724,Spain,1987,3879000.0,A,2057000.0,A,1885.8,A,51.71307884856071,2655820.0,218.96697713801862,9599038.0,40.41029944875726,increase,False,-0.290838584585551,52.154268194287546,-0.1516847354172181,51.711744874284776,0.0013339742759370665
203,724,Spain,1988,2223700.0,A,2035000.0,A,1092.7,A,-42.67336942510956,2834880.0,125.52639006491673,6949210.0,31.999320786103745,decrease,True,-1.0695187165775444,-42.056421677802525,0.44980130136687374,-42.67613909301319,0.0027696679036282035
203,724,Spain,1989,2945700.0,A,2054000.0,A,1434.1,A,32.46840850834196,2718940.0,166.2828111769687,8376851.0,35.16476537543762,increase,True,0.9336609336609403,31.243708245630074,0.29171029811644994,32.46907947740746,-0.0006709690655029021
203,724,Spain,1990,3369300.0,A,2064000.0,A,1632.4,A,14.380283124554438,2994900.0,190.194750211685,7480895.0,45.03872865479331,increase,False,0.4868549172346581,13.827487622899405,0.06731980342209949,14.381662343556163,-0.0013792190017252182
203,724,Spain,1991,2983000.0,A,2074000.0,A,1438.3,A,-11.46528952601431,3080140.0,168.38837143663562,10249924.0,29.102654809928346,decrease,True,0.4844961240310086,-11.890468022543498,-0.057608856698369765,-11.46358075521086,-0.0017087708034502214
203,724,Spain,1992,3177900.0,A,2051000.0,A,1549.4,A,6.533690915186052,2939920.0,179.39034716342084,8386217.0,37.894321122384504,increase,True,-1.1089681774349103,7.724396857401117,-0.08566110304736066,6.529767576918846,0.003923338267206589
203,724,Spain,1993,2809907.0,A,2092000.0,A,1343.2,A,-11.579753925548319,3057161.4,158.61738639570987,8712182.0,32.25262052606339,decrease,True,1.9990248659190746,-13.30837743642701,-0.2660377742045394,-11.575390344712476,-0.004363580835843095
203,724,Spain,1994,2799000.0,A,2094000.0,A,1336.7,A,-0.3881623128452305,3027821.4,158.0016934801016,8740077.0,32.02488948323911,decrease,False,0.09560229445506607,-0.4839189994044091,-0.00046263766673461257,-0.3887793426160776,0.0006170297708470995
203,724,Spain,1995,1694200.0,A,2119395.0,A,799.4,A,-39.47123972847445,2692801.4,95.63646627152131,7316196.0,23.15684270897062,decrease,False,1.212750716332378,-40.19600508715494,-0.4874773396314706,-39.470731710454025,-0.0005080180204259932
203,724,Spain,1996,4517200.0,A,2125630.0,A,2125.1,A,166.62731672765906,2999641.4,254.99294383291,12376070.0,36.49947034882641,increase,True,0.29418772810165805,165.83687765824368,0.48787174273751327,166.61893712908287,0.008379598576198077
203,724,Spain,1997,5879640.0,A,2207556.0,A,2663.4,A,30.16116178163464,3539989.4,331.9017781541067,12240120.0,48.035803570553234,increase,False,3.8541985199681994,25.33057267893277,0.976290557290896,30.161061756191867,0.00010002544277298853
203,724,Spain,1998,4279180.0,A,2194000.0,A,1950.4,A,-27.220374036505635,3833844.0,241.55687270674568,11479494.0,37.276730141589866,decrease,True,-0.6140727573841875,-26.770293609671846,0.16438908012875486,-27.21997728692728,-0.000396749578357003
203,724,Spain,1999,3460100.0,A,2200000.0,A,1572.8,A,-19.141050388158476,3966064.0,195.32034998588767,10809483.0,32.00985653060373,decrease,False,0.27347310847767314,-19.360131255127154,-0.052944752748753786,-19.139602899398234,-0.0014474887602418107
203,724,Spain,2000,4943800.0,A,2300000.0,E,2149.5,E,42.88026357619723,4615984.0,279.0742308777872,12054127.0,41.013339248873024,increase,True,4.545454545454541,36.66709053916581,1.6666859335984447,42.879231018218796,0.0010325579784336014
203,724,Spain,2001,6762600.0,A,2400000.0,E,2817.8,E,36.78951413892149,5065064.0,381.74428450465706,12172244.0,55.55754551091812,increase,False,4.347826086956519,31.09095138404281,1.3517804949583823,36.79055796595771,-0.0010438270362200797
203,724,Spain,2002,4414911.0,A,2430582.0,A,1816.4,A,-34.71577499778192,4772118.2,249.21879762912783,11944018.0,36.96336525949643,decrease,True,1.27425000000001,-35.53836326211939,-0.45284759386755996,-34.71696085598694,0.0011858582050194855
203,724,Spain,2003,7553566.0,A,2439582.0,A,3096.3,A,71.09214659140355,5426995.4,426.3937905729608,15348287.0,49.21439115648541,increase,True,0.37028168562096564,70.46355428319752,0.26091363654826794,71.09474960536676,-0.0026030139632098326
203,724,Spain,2004,5200029.0,A,2464774.0,A,2109.7,A,-31.157959035507197,5774981.2,293.5381879762913,14606783.0,35.60009757110789,decrease,True,1.032635918776248,-31.863837483448,-0.3290374309545737,-31.160238995626326,0.0022799601191287877
203,724,Spain,2005,4021720.0,A,2465258.0,A,1631.4,A,-22.659662090346032,5590565.2,227.02342647473893,12246314.0,32.84024891081512,decrease,False,0.019636688799873347,-22.67146987723372,-0.004451925986149413,-22.656285114419994,-0.0033769759260380283
203,724,Spain,2006,5679021.0,A,2483697.0,A,2286.5,A,41.20876142545975,5373849.4,320.57696867061816,15038188.0,37.76399789655509,increase,True,0.7479541695027514,40.15569449552532,0.30034619127206846,41.20399485630014,0.004766569159606604
203,724,Spain,2007,6140251.0,A,2470162.0,A,2485.8,A,8.121646318969411,5718917.4,346.6130962461191,13545550.0,45.33039263817268,increase,False,-0.5449537524102155,8.716378744806486,-0.047500233044109386,8.12392475935216,-0.0022784403827493804
203,724,Spain,2008,5570727.0,A,2450471.0,A,2273.3,A,-9.27525601152135,5322349.6,314.46384419983065,14362097.0,38.78769931716796,decrease,True,-0.79715419474512,-8.548555796926538,0.068145171125327,-9.277564820546331,0.0023088090249814286
203,724,Spain,2009,6972094.0,A,2449828.0,A,2846.0,A,25.15590873507174,5676762.6,393.57008185153825,15432459.0,45.17811451823718,increase,True,-0.026239853481224706,25.192451502221424,-0.006610462362511494,25.159601186377685,-0.003692451305944644
203,724,Spain,2010,7197600.0,A,2475466.0,A,2907.6,A,3.234408486173601,6311938.6,406.29974597798474,16270661.0,44.23667852215715,increase,False,1.0465224497393288,2.1644413211524993,0.02265136433729543,3.233615135229124,0.0007933509444773001
203,724,Spain,2011,7820060.0,A,2503675.0,A,3123.4,A,8.648160497943769,6740146.4,441.43720011289867,17415415.0,44.903093035681316,increase,False,1.1395430193749334,7.421928738478467,0.08457607084231343,8.646047828695714,0.002112669248054644
203,724,Spain,2012,3849300.0,A,2504261.0,A,1537.1,A,-50.77659250696287,6281956.2,217.2904318374259,13402224.1,28.721352301518372,decrease,True,0.023405593777137135,-50.787603252865466,-0.011887140106509778,-50.77608479919484,-0.0005077077680297748
203,724,Spain,2013,9276100.0,A,2507000.0,A,3700.1,A,140.98147715168992,7023030.8,523.6296923511148,18788690.11,49.37065833590461,increase,True,0.10937358366400751,140.7195367900592,0.15391000030267923,140.9828203740259,-0.0013432223359757245
203,724,Spain,2014,4560400.0,A,2515800.0,A,1812.7,A,-50.83709748709049,6540692.0,257.4315551792266,12137399.85,37.573121561122505,decrease,True,0.35101715197447536,-51.00943217750871,-0.17905185606784269,-50.837466881602076,0.00036939451158701786
203,724,Spain,2015,5947700.0,A,2351370.0,A,2529.5,A,30.42057714235593,6290712.0,335.7437200112899,16213675.83,36.683230023601624,increase,True,-6.535893155258766,39.543222816792635,-2.584502793451472,30.422826868082403,-0.002249725726471752
203,724,Spain,2016,7082550.0,A,2521694.0,A,2808.6,A,19.080484893320104,6143210.0,399.805249788315,15682583.01,45.16188433680735,increase,False,7.24360691851984,11.033801146471633,0.7992451832215407,19.076653248213013,0.0038316451070912194
203,724,Spain,2017,6549499.0,A,2554829.0,A,2563.6,A,-7.526258197965419,6683249.8,369.71487440022577,16291908.4,40.20093189328268,decrease,True,1.31399765395801,-8.723207291889201,-0.11462273916531818,-7.523832377096509,-0.002425820868909412
203,724,Spain,2018,9819570.0,A,2579000.0,A,3807.5,A,49.92856705528163,6791943.8,554.3082133784928,19799790.64,49.594312276021114,increase,True,0.9460907168346688,48.5216102356062,0.45905845009777074,49.926759402538636,0.0018076527429968792
203,724,Spain,2019,5965080.0,A,2601900.0,A,2292.6,A,-39.25314448596018,7072879.8,336.72480948348857,15929567.76,37.4465904528724,decrease,True,0.8879410624272888,-39.787261982928435,-0.3532874367619435,-39.25260835726309,-0.000536128697085303
203,724,Spain,2020,8137810.0,A,2623720.0,A,3101.6,A,36.42415525022295,7510901.8,459.3739768557719,18635314.45,43.668756016081076,increase,True,0.8386179330489352,35.28744656721625,0.29592685502773636,36.421991355292924,0.0021638949300282206
203,724,Spain,2021,8256550.0,A,2623290.0,A,3147.4,A,1.4591149215821053,7745701.8,466.0767710979396,18259323.94,45.218267812822425,increase,False,-0.01638894394219159,1.4766572091823527,-0.00024200852223122662,1.4600262567179298,-0.0009113351358245314
203,724,Spain,2022,3940070.0,A,2635280.0,A,1495.1,A,-52.279462971822376,7223816.0,222.41433813152693,15889501.07,24.796687968000494,decrease,True,0.45705964647446695,-52.49729935820042,-0.23994397085523345,-52.28018368258119,0.0007207107588129702
203,724,Spain,2023,5101010.0,A,2651110.0,A,1924.1,A,29.464958744387793,6280104.0,287.94863110358455,15091246.96,33.801116723624276,increase,True,0.6006951822956186,28.693732860678224,0.17236187091486888,29.46678991388871,-0.00183116950091744
203,724,Spain,2024,8310250.0,A,2645680.0,A,3141.1,A,62.913815107204265,6749138.0,469.10810047981937,20805338.16,39.942873968648826,increase,False,-0.20481986790438222,63.2503508133673,-0.12954928498499724,62.91598166047792,-0.0021665532736534487
223,792,Türkiye,1961,689324.0,A,391800.0,A,1759.4,A,,,128.27004659094166,6249888.0,11.029381646519106,,,,,,,
223,792,Türkiye,1962,290190.0,A,399393.0,A,726.6,A,-57.902234653080406,,53.998823224239054,4654200.0,6.235013536160887,decrease,,,,,,
