Haverst period,Country,Product Type,Indicator,Tonnes
2019/20,Cyprus,OO,P,4.9
2019/20,Cyprus,TO,C,5.7
2019/20,Cyprus,TO,E,0.0
2019/20,Cyprus,TO,I,0.0
2019/20,Cyprus,TO,P,4.9
2019/20,Czech. Rep.,OO,C,4.2
2019/20,Czech. Rep.,OO,E,0.0
2019/20,Czech. Rep.,OO,I,0.0
2019/20,Czech. Rep.,TO,C,4.1
2019/20,Czech. Rep.,TO,E,0.0
2019/20,Czech. Rep.,TO,I,0.0
2019/20,Denmark,OO,C,7.3
2019/20,Denmark,OO,E,0.1
2019/20,Denmark,OO,I,0.4
2019/20,Denmark,TO,C,3.2
2019/20,Denmark,TO,E,0.1
2019/20,Denmark,TO,I,0.5
2019/20,Egypt,OO,C,43.0
2019/20,Egypt,OO,E,1.0
2019/20,Egypt,OO,I,4.5
2019/20,Egypt,OO,P,40.0
2019/20,Egypt,TO,C,600.0
2019/20,Egypt,TO,E,97.5
2019/20,Egypt,TO,I,0.0
2019/20,Egypt,TO,P,650.0
2019/20,Estonia,OO,C,0.9
2019/20,Estonia,OO,E,0.0
2019/20,Estonia,OO,I,0.0
2019/20,Estonia,TO,C,0.3
2019/20,Estonia,TO,E,0.1
2019/20,Estonia,TO,I,0.0
2019/20,EU,OO,C,79.0
2019/20,EU,OO,E,746.5
2019/20,EU,OO,I,250.5
2019/20,EU,OO,P,1920.0
2019/20,EU,TO,C,596.0
2019/20,EU,TO,E,271.5
2019/20,EU,TO,I,114.0
2019/20,EU,TO,P,771.0
2019/20,Finland,OO,C,3.4
2019/20,Finland,OO,E,0.0
2019/20,Finland,OO,I,0.0
2019/20,Finland,TO,C,1.9
2019/20,Finland,TO,E,0.0
2019/20,Finland,TO,I,0.0
2019/20,France,OO,C,129.6
2019/20,France,OO,E,2.3
2019/20,France,OO,I,9.2
2019/20,France,OO,P,3.4
2019/20,France,TO,C,86.0
2019/20,France,TO,E,1.5
2019/20,France,TO,I,30.0
2019/20,France,TO,P,0.5
2019/20,Georgia,OO,C,0.5
2019/20,Georgia,OO,E,0.0
2019/20,Georgia,OO,I,0.5
2019/20,Georgia,TO,C,1.5
2019/20,Georgia,TO,E,0.0
2019/20,Georgia,TO,I,1.5
2019/20,Georgia,TO,P,0.0
2019/20,Germany,OO,C,75.7
2019/20,Germany,OO,E,0.9
2019/20,Germany,OO,I,0.9
2019/20,Germany,TO,C,46.8
2019/20,Germany,TO,E,0.7
2019/20,Germany,TO,I,8.7
2019/20,Greece,OO,C,114.3
2019/20,Greece,OO,E,20.8
2019/20,Greece,OO,I,0.0
2019/20,Greece,OO,P,275.0
2019/20,Greece,TO,C,9.0
2019/20,Greece,TO,E,62.1
2019/20,Greece,TO,I,8.5
2019/20,Greece,TO,P,222.0
2019/20,Hungary,OO,C,3.4
2019/20,Hungary,OO,E,0.0
2019/20,Hungary,OO,I,0.0
2019/20,Hungary,TO,C,3.7
2019/20,Hungary,TO,E,0.2
2019/20,Hungary,TO,I,0.1
2019/20,Iran,OO,C,11.0
2019/20,Iran,OO,E,0.0
2019/20,Iran,OO,I,3.0
2019/20,Iran,OO,P,9.0
2019/20,Iran,TO,C,61.0
2019/20,Iran,TO,E,1.5
2019/20,Iran,TO,I,0.0
2019/20,Iran,TO,P,62.5
2019/20,Iraq,OO,C,1.5
2019/20,Iraq,OO,E,0.0
2019/20,Iraq,OO,I,1.5
2019/20,Iraq,TO,C,21.5
2019/20,Iraq,TO,E,0.0
2019/20,Iraq,TO,I,10.5
2019/20,Iraq,TO,P,11.0
2019/20,Ireland,OO,C,4.8
2019/20,Ireland,OO,E,0.0
2019/20,Ireland,OO,I,0.0
2019/20,Ireland,TO,C,2.5
2019/20,Ireland,TO,E,0.0
2019/20,Ireland,TO,I,0.0
2019/20,Israel,OO,C,28.0
2019/20,Israel,OO,E,0.0
2019/20,Israel,OO,I,12.5
2019/20,Israel,OO,P,19.0
2019/20,Israel,TO,C,20.0
2019/20,Israel,TO,E,0.0
2019/20,Israel,TO,I,4.0
2019/20,Israel,TO,P,16.0
2019/20,Italy,OO,C,407.6
2019/20,Italy,OO,E,214.8
2019/20,Italy,OO,I,81.8
2019/20,Italy,OO,P,366.5
2019/20,Italy,TO,C,107.2
2019/20,Italy,TO,E,13.0
2019/20,Italy,TO,I,8.8
2019/20,Italy,TO,P,60.0
2019/20,Japan,OO,C,69.5
2019/20,Japan,OO,I,69.5
2019/20,Japan,TO,C,4.0
2019/20,Japan,TO,E,0.0
2019/20,Japan,TO,I,4.0
2019/20,Japan,TO,P,0.0
2019/20,Jordan,OO,C,34.0
2019/20,Jordan,OO,E,0.5
2019/20,Jordan,OO,I,0.0
2019/20,Jordan,OO,P,34.5
2019/20,Jordan,TO,C,40.5
2019/20,Jordan,TO,E,5.0
2019/20,Jordan,TO,I,4.5
2019/20,Jordan,TO,P,41.5
2019/20,Latvia,OO,C,1.3
2019/20,Latvia,OO,E,0.3
2019/20,Latvia,OO,I,0.0
2019/20,Latvia,TO,C,1.2
2019/20,Latvia,TO,E,0.1
2019/20,Latvia,TO,I,0.0
2019/20,Lebanon,OO,C,7.5
2019/20,Lebanon,OO,E,6.5
2019/20,Lebanon,OO,I,0.0
2019/20,Lebanon,OO,P,14.0
2019/20,Lebanon,TO,C,10.0
2019/20,Lebanon,TO,E,2.5
2019/20,Lebanon,TO,I,1.5
2019/20,Lebanon,TO,P,11.0
2019/20,Libya,OO,C,17.0
2019/20,Libya,OO,E,0.0
2019/20,Libya,OO,I,0.0
2019/20,Libya,OO,P,17.0
2019/20,Libya,TO,C,16.0
2019/20,Libya,TO,E,0.0
2019/20,Libya,TO,I,13.0
2019/20,Libya,TO,P,3.0
2019/20,Lithuania,OO,C,1.5
2019/20,Lithuania,OO,E,1.1
2019/20,Lithuania,OO,I,0.1
2019/20,Lithuania,TO,C,1.5
2019/20,Lithuania,TO,E,1.0
2019/20,Lithuania,TO,I,0.0
2019/20,Luxembourg,OO,C,1.7
2019/20,Luxembourg,OO,E,0.0
2019/20,Luxembourg,OO,I,0.0
2019/20,Luxembourg,TO,C,1.8
2019/20,Luxembourg,TO,E,0.0
2019/20,Luxembourg,TO,I,0.0
2019/20,Malta,OO,C,1.0
2019/20,Malta,OO,E,0.0
2019/20,Malta,OO,I,0.1
2019/20,Malta,OO,P,0.0
2019/20,Malta,TO,C,0.8
2019/20,Malta,TO,E,0.0
2019/20,Malta,TO,I,0.1
2019/20,Malta,TO,P,0.0
2019/20,Mexico,OO,C,17.0
2019/20,Mexico,OO,E,1.5
2019/20,Mexico,OO,I,20.5
2019/20,Mexico,TO,C,25.5
2019/20,Mexico,TO,E,7.0
2019/20,Mexico,TO,I,10.5
2019/20,Mexico,TO,P,25.5
2019/20,Montenegro,OO,C,0.5
2019/20,Montenegro,OO,E,0.0
2019/20,Montenegro,OO,I,0.0
2019/20,Montenegro,OO,P,0.5
2019/20,Montenegro,TO,C,0.0
2019/20,Montenegro,TO,E,0.0
2019/20,Montenegro,TO,I,0.0
2019/20,Montenegro,TO,P,0.0
2019/20,Morocco,OO,C,140.0
2019/20,Morocco,OO,E,10.5
2019/20,Morocco,OO,I,6.5
2019/20,Morocco,OO,P,145.0
2019/20,Morocco,TO,C,35.0
2019/20,Morocco,TO,E,85.0
2019/20,Morocco,TO,I,0.5
2019/20,Morocco,TO,P,135.0
2019/20,Netherlands,OO,C,20.1
2019/20,Netherlands,OO,E,1.5
2019/20,Netherlands,OO,I,1.3
2019/20,Netherlands,TO,C,14.1
2019/20,Netherlands,TO,E,1.0
2019/20,Netherlands,TO,I,2.0
2019/20,Norway,OO,C,4.5
2019/20,Norway,OO,I,4.5
2019/20,Oth.non-prod.,OO,C,127.0
2019/20,Oth.non-prod.,OO,I,127.0
2019/20,Oth.non-prod.,TO,C,64.0
2019/20,Oth.non-prod.,TO,E,0.0
2019/20,Oth.non-prod.,TO,I,64.0
2019/20,Other pr.coun.,OO,C,12.5
2019/20,Other pr.coun.,OO,E,5.0
2019/20,Other pr.coun.,OO,I,2.0
2019/20,Other pr.coun.,OO,P,15.5
2019/20,Other pr.coun.,TO,C,25.0
2019/20,Other pr.coun.,TO,E,0.0
2019/20,Other pr.coun.,TO,I,10.0
2019/20,Other pr.coun.,TO,P,15.0
2019/20,Ouzbékistan,TO,E,0.0
2019/20,Palestine,OO,C,17.0
2019/20,Palestine,OO,E,8.0
2019/20,Palestine,OO,I,0.0
2019/20,Palestine,OO,P,39.5
2019/20,Palestine,TO,C,13.0
2019/20,Palestine,TO,E,1.5
2019/20,Palestine,TO,I,0.5
2019/20,Palestine,TO,P,14.0
2019/20,Peru,TO,C,90.0
2019/20,Peru,TO,E,25.0
2019/20,Peru,TO,I,0.0
2019/20,Peru,TO,P,115.0
2019/20,Poland,OO,C,12.2
2019/20,Poland,OO,E,1.2
2019/20,Poland,OO,I,0.0
2019/20,Poland,TO,C,9.8
2019/20,Poland,TO,E,2.1
2019/20,Poland,TO,I,0.1
2019/20,Portugal,OO,C,71.6
2019/20,Portugal,OO,E,80.2
2019/20,Portugal,OO,I,2.3
2019/20,Portugal,OO,P,140.5
2019/20,Portugal,TO,C,3.0
2019/20,Portugal,TO,E,15.4
2019/20,Portugal,TO,I,0.0
2019/20,Portugal,TO,P,24.7
2019/20,Romania,OO,C,5.1
2019/20,Romania,OO,E,0.0
2019/20,Romania,OO,I,0.1
2019/20,Romania,TO,C,27.1
2019/20,Romania,TO,E,0.2
2019/20,Romania,TO,I,12.7
2019/20,Russia,OO,C,27.0
2019/20,Russia,OO,I,27.0
2019/20,Russia,TO,C,28.5
2019/20,Russia,TO,E,0.0
2019/20,Russia,TO,I,28.5
2019/20,Saudi Arabia,OO,C,41.5
2019/20,Saudi Arabia,OO,E,0.0
2019/20,Saudi Arabia,OO,I,38.5
2019/20,Saudi Arabia,OO,P,3.0
2019/20,Saudi Arabia,TO,C,32.5
2019/20,Saudi Arabia,TO,E,0.0
2019/20,Saudi Arabia,TO,I,28.0
2019/20,Saudi Arabia,TO,P,4.5
2019/20,Slovakia,OO,C,2.1
2019/20,Slovakia,OO,E,0.0
2019/20,Slovakia,OO,I,0.0
2019/20,Slovakia,TO,C,6.3
2019/20,Slovakia,TO,E,0.0
2019/20,Slovakia,TO,I,0.0
2019/20,Slovenia,OO,C,2.5
2019/20,Slovenia,OO,E,0.1
2019/20,Slovenia,OO,I,0.0
2019/20,Slovenia,OO,P,0.3
2019/20,Slovenia,TO,C,0.8
2019/20,Slovenia,TO,E,0.0
2019/20,Slovenia,TO,I,0.0
2019/20,Slovenia,TO,P,0.0
2019/20,Spain,OO,C,518.6
2019/20,Spain,OO,E,420.7
2019/20,Spain,OO,I,151.9
2019/20,Spain,OO,P,1125.3
2019/20,Spain,TO,C,176.9
2019/20,Spain,TO,E,173.3
2019/20,Spain,TO,I,18.1
2019/20,Spain,TO,P,458.2
2019/20,Sweden,OO,C,12.5
2019/20,Sweden,OO,E,0.0
2019/20,Sweden,OO,I,0.4
2019/20,Sweden,TO,C,9.5
2019/20,Sweden,TO,E,0.0
2019/20,Sweden,TO,I,1.4
2019/20,Switzerland,OO,C,18.0
2019/20,Switzerland,OO,I,18.0
2019/20,Switzerland,TO,C,6.0
2019/20,Switzerland,TO,E,0.0
2019/20,Switzerland,TO,I,6.0
2019/20,Syria,OO,C,103.5
2019/20,Syria,OO,E,15.0
2019/20,Syria,OO,I,0.5
2019/20,Syria,OO,P,118.0
2019/20,Syria,TO,C,100.0
2019/20,Syria,TO,E,5.0
2019/20,Syria,TO,I,0.0
2019/20,Syria,TO,P,105.0
2019/20,Taiwan,OO,C,9.5
2019/20,Taiwan,OO,I,9.5
2019/20,Tunisia,OO,C,38.0
2019/20,Tunisia,OO,E,355.0
2019/20,Tunisia,OO,I,0.0
2019/20,Tunisia,OO,P,440.0
2019/20,Tunisia,TO,C,31.0
2019/20,Tunisia,TO,E,0.0
2019/20,Tunisia,TO,I,0.0
2019/20,Tunisia,TO,P,36.0
2019/20,Türkiye,OO,C,170.0
2019/20,Türkiye,OO,E,45.0
2019/20,Türkiye,OO,I,0.0
2019/20,Türkiye,OO,P,230.0
2019/20,Türkiye,TO,C,340.0
2019/20,Türkiye,TO,E,80.0
2019/20,Türkiye,TO,I,0.0
2019/20,Türkiye,TO,P,414.0
2019/20,United King.,OO,C,72.3
2019/20,United King.,OO,E,0.7
2019/20,United King.,OO,I,0.2
2019/20,United King.,TO,C,33.5
2019/20,United King.,TO,E,0.2
2019/20,United King.,TO,I,1.3
2019/20,Uruguay,OO,C,2.0
2019/20,Uruguay,OO,E,1.0
2019/20,Uruguay,OO,I,1.0
2019/20,Uruguay,OO,P,2.5
2019/20,Uruguay,TO,C,2.5
2019/20,Uruguay,TO,E,0.0
2019/20,Uruguay,TO,I,2.5
2019/20,Uruguay,TO,P,0.0
2019/20,USA,OO,C,402.5
2019/20,USA,OO,E,3.5
2019/20,USA,OO,I,391.0
2019/20,USA,OO,P,16.0
2019/20,USA,TO,C,221.5
2019/20,USA,TO,E,4.5
2019/20,USA,TO,I,146.5
2019/20,USA,TO,P,80.5
2019/20,Uzbekistan,OO,C,0.5
2019/20,Uzbekistan,OO,E,0.0
2019/20,Uzbekistan,OO,I,0.5
2019/20,Uzbekistan,TO,C,0.5
2019/20,Uzbekistan,TO,I,0.5
2019/20,Uzbekistan,TO,P,0.0
2020/21,Albania,OO,C,14.5
2020/21,Albania,OO,E,0.0
2020/21,Albania,OO,I,1.5
2020/21,Albania,OO,P,13.0
2020/21,Albania,TO,C,29.5
2020/21,Albania,TO,E,9.5
2020/21,Albania,TO,I,11.0
2020/21,Albania,TO,P,28.0
2020/21,Algeria,OO,C,80.0
2020/21,Algeria,OO,E,0.5
2020/21,Algeria,OO,I,0.0
2020/21,Algeria,OO,P,70.5
2020/21,Algeria,TO,C,275.0
2020/21,Algeria,TO,E,0.5
2020/21,Algeria,TO,I,1.0
2020/21,Algeria,TO,P,272.5
2020/21,Argentina,OO,C,7.5
2020/21,Argentina,OO,E,23.0
2020/21,Argentina,OO,I,1.0
2020/21,Argentina,OO,P,30.0
2020/21,Argentina,TO,C,25.0
2020/21,Argentina,TO,E,53.5
2020/21,Argentina,TO,I,0.0
2020/21,Argentina,TO,P,78.0
2020/21,Australia,OO,C,56.0
2020/21,Australia,OO,E,2.0
2020/21,Australia,OO,I,36.0
2020/21,Australia,OO,P,23.0
2020/21,Australia,TO,C,23.0
2020/21,Australia,TO,E,0.0
2020/21,Australia,TO,I,19.5
2020/21,Australia,TO,P,3.5
2020/21,Austria,OO,C,8.7
2020/21,Austria,OO,E,1.0
2020/21,Austria,OO,I,0.1
2020/21,Austria,TO,C,4.1
2020/21,Austria,TO,E,0.2
2020/21,Austria,TO,I,0.6
2020/21,Belgium,OO,C,11.1
2020/21,Belgium,OO,E,5.7
2020/21,Belgium,OO,I,2.8
2020/21,Belgium,TO,C,19.0
2020/21,Belgium,TO,E,1.0
2020/21,Belgium,TO,I,13.7
2020/21,Brazil,OO,C,106.5
2020/21,Brazil,OO,E,0.0
2020/21,Brazil,OO,I,106.5
2020/21,Brazil,TO,C,130.0
2020/21,Brazil,TO,E,0.0
2020/21,Brazil,TO,I,130.0
2020/21,Bulgaria,OO,C,5.3
2020/21,Bulgaria,OO,E,0.0
2020/21,Bulgaria,OO,I,0.3
2020/21,Bulgaria,TO,C,11.9
2020/21,Bulgaria,TO,E,0.1
2020/21,Bulgaria,TO,I,5.2
2020/21,Canada,OO,C,58.0
2020/21,Canada,OO,I,58.0
2020/21,Canada,TO,C,39.5
2020/21,Canada,TO,E,0.0
2020/21,Canada,TO,I,39.5
2020/21,Chile,OO,C,14.0
2020/21,Chile,OO,E,13.0
2020/21,Chile,OO,I,2.0
2020/21,Chile,OO,P,25.5
2020/21,Chile,TO,C,39.0
2020/21,Chile,TO,E,0.0
2020/21,Chile,TO,I,28.0
2020/21,Chile,TO,P,13.0
2020/21,China,OO,C,53.0
2020/21,China,OO,I,45.5
2020/21,China,OO,P,7.5
2020/21,Croatia,OO,C,7.6
2020/21,Croatia,OO,E,0.3
2020/21,Croatia,OO,I,0.0
2020/21,Croatia,OO,P,3.7
2020/21,Croatia,TO,C,3.3
2020/21,Croatia,TO,E,0.1
2020/21,Croatia,TO,I,0.0
2020/21,Croatia,TO,P,0.6
2020/21,Cyprus,OO,C,5.3
2020/21,Cyprus,OO,E,0.2
2020/21,Cyprus,OO,I,0.0
2020/21,Cyprus,OO,P,4.5
2020/21,Cyprus,TO,C,5.1
2020/21,Cyprus,TO,E,0.0
2020/21,Cyprus,TO,I,0.1
2020/21,Cyprus,TO,P,4.4
2020/21,Czech. Rep.,OO,C,5.0
2020/21,Czech. Rep.,OO,E,0.0
2020/21,Czech. Rep.,OO,I,0.0
2020/21,Czech. Rep.,TO,C,4.1
2020/21,Czech. Rep.,TO,E,0.0
2020/21,Czech. Rep.,TO,I,0.0
2020/21,Denmark,OO,C,6.0
2020/21,Denmark,OO,E,0.1
2020/21,Denmark,OO,I,0.1
2020/21,Denmark,TO,C,3.4
2020/21,Denmark,TO,E,0.0
2020/21,Denmark,TO,I,0.4
2020/21,Egypt,OO,C,42.0
2020/21,Egypt,OO,E,1.0
2020/21,Egypt,OO,I,4.5
2020/21,Egypt,OO,P,38.0
2020/21,Egypt,TO,C,569.0
2020/21,Egypt,TO,E,124.0
2020/21,Egypt,TO,I,0.0
2020/21,Egypt,TO,P,650.0
2020/21,Estonia,OO,C,0.8
2020/21,Estonia,OO,E,0.0
2020/21,Estonia,OO,I,0.0
2020/21,Estonia,TO,C,0.4
2020/21,Estonia,TO,E,0.1
2020/21,Estonia,TO,I,0.0
2020/21,EU,OO,C,1.0
2020/21,EU,OO,E,804.0
2020/21,EU,OO,I,167.5
2020/21,EU,OO,P,2051.0
2020/21,EU,TO,C,581.0
2020/21,EU,TO,E,311.5
2020/21,EU,TO,I,116.0
2020/21,EU,TO,P,881.0
2020/21,Finland,OO,C,2.9
2020/21,Finland,OO,E,0.0
2020/21,Finland,OO,I,0.1
2020/21,Finland,TO,C,1.6
2020/21,Finland,TO,E,0.0
2020/21,Finland,TO,I,0.0
2020/21,France,OO,C,139.9
2020/21,France,OO,E,3.1
2020/21,France,OO,I,8.3
2020/21,France,OO,P,4.5
2020/21,France,TO,C,88.0
2020/21,France,TO,E,1.8
2020/21,France,TO,I,31.3
2020/21,France,TO,P,1.2
2020/21,Georgia,OO,C,0.5
2020/21,Georgia,OO,E,0.0
2020/21,Georgia,OO,I,0.5
2020/21,Georgia,TO,C,1.0
2020/21,Georgia,TO,E,0.0
2020/21,Georgia,TO,I,1.0
2020/21,Georgia,TO,P,0.0
2020/21,Germany,OO,C,82.0
2020/21,Germany,OO,E,1.0
2020/21,Germany,OO,I,0.8
2020/21,Germany,TO,C,46.7
2020/21,Germany,TO,E,0.7
2020/21,Germany,TO,I,9.9
2020/21,Greece,OO,C,108.6
2020/21,Greece,OO,E,24.5
2020/21,Greece,OO,I,0.1
2020/21,Greece,OO,P,275.0
2020/21,Greece,TO,C,10.0
2020/21,Greece,TO,E,90.2
2020/21,Greece,TO,I,10.9
2020/21,Greece,TO,P,230.0
2020/21,Hungary,OO,C,3.3
2020/21,Hungary,OO,E,0.0
2020/21,Hungary,OO,I,0.0
2020/21,Hungary,TO,C,3.9
2020/21,Hungary,TO,E,0.1
2020/21,Hungary,TO,I,0.1
2020/21,Iran,OO,C,11.5
2020/21,Iran,OO,E,0.0
2020/21,Iran,OO,I,4.0
2020/21,Iran,OO,P,7.5
2020/21,Iran,TO,C,60.0
2020/21,Iran,TO,E,1.0
2020/21,Iran,TO,I,0.0
2020/21,Iran,TO,P,61.5
2020/21,Iraq,OO,C,1.0
2020/21,Iraq,OO,E,0.0
2020/21,Iraq,OO,I,1.0
2020/21,Iraq,TO,C,23.5
2020/21,Iraq,TO,E,0.0
2020/21,Iraq,TO,I,14.5
2020/21,Iraq,TO,P,9.0
2020/21,Ireland,OO,C,3.7
2020/21,Ireland,OO,E,0.1
2020/21,Ireland,OO,I,0.5
2020/21,Ireland,TO,C,3.0
2020/21,Ireland,TO,E,0.0
2020/21,Ireland,TO,I,0.8
2020/21,Israel,OO,C,25.0
2020/21,Israel,OO,E,0.0
2020/21,Israel,OO,I,10.0
2020/21,Israel,OO,P,12.0
2020/21,Israel,TO,C,22.0
2020/21,Israel,TO,E,0.0
2020/21,Israel,TO,I,4.0
2020/21,Israel,TO,P,14.0
2020/21,Italy,OO,C,421.9
2020/21,Italy,OO,E,222.6
2020/21,Italy,OO,I,51.2
2020/21,Italy,OO,P,273.5
2020/21,Italy,TO,C,122.5
2020/21,Italy,TO,E,18.6
2020/21,Italy,TO,I,8.8
2020/21,Italy,TO,P,83.0
2020/21,Japan,OO,C,59.0
2020/21,Japan,OO,I,59.0
2020/21,Japan,TO,C,4.5
2020/21,Japan,TO,E,0.0
2020/21,Japan,TO,I,4.5
2020/21,Japan,TO,P,0.0
2020/21,Jordan,OO,C,21.0
2020/21,Jordan,OO,E,3.5
2020/21,Jordan,OO,I,0.0
2020/21,Jordan,OO,P,24.5
2020/21,Jordan,TO,C,27.0
2020/21,Jordan,TO,E,7.5
2020/21,Jordan,TO,I,2.5
2020/21,Jordan,TO,P,29.0
2020/21,Latvia,OO,C,0.7
2020/21,Latvia,OO,E,0.3
2020/21,Latvia,OO,I,0.0
2020/21,Latvia,TO,C,0.9
2020/21,Latvia,TO,E,0.1
2020/21,Latvia,TO,I,0.0
2020/21,Lebanon,OO,C,7.5
2020/21,Lebanon,OO,E,6.5
2020/21,Lebanon,OO,I,0.0
2020/21,Lebanon,OO,P,14.0
2020/21,Lebanon,TO,C,10.0
2020/21,Lebanon,TO,E,2.5
2020/21,Lebanon,TO,I,1.5
2020/21,Lebanon,TO,P,11.0
2020/21,Libya,OO,C,16.0
2020/21,Libya,OO,E,0.0
2020/21,Libya,OO,I,0.0
2020/21,Libya,OO,P,16.5
2020/21,Libya,TO,C,13.0
2020/21,Libya,TO,E,0.0
2020/21,Libya,TO,I,10.0
2020/21,Libya,TO,P,3.0
2020/21,Lithuania,OO,C,1.2
2020/21,Lithuania,OO,E,1.2
2020/21,Lithuania,OO,I,0.0
2020/21,Lithuania,TO,C,1.0
2020/21,Lithuania,TO,E,0.7
2020/21,Lithuania,TO,I,0.0
2020/21,Luxembourg,OO,C,1.6
2020/21,Luxembourg,OO,E,0.0
2020/21,Luxembourg,OO,I,0.0
2020/21,Luxembourg,TO,C,1.8
2020/21,Luxembourg,TO,E,0.0
2020/21,Luxembourg,TO,I,0.0
2020/21,Malta,OO,C,1.1
2020/21,Malta,OO,E,0.0
2020/21,Malta,OO,I,0.1
2020/21,Malta,OO,P,0.0
2020/21,Malta,TO,C,0.8
2020/21,Malta,TO,E,0.0
2020/21,Malta,TO,I,0.1
2020/21,Malta,TO,P,0.0
2020/21,Mexico,OO,C,19.0
2020/21,Mexico,OO,E,1.5
2020/21,Mexico,OO,I,21.5
2020/21,Mexico,TO,C,30.0
2020/21,Mexico,TO,E,6.5
2020/21,Mexico,TO,I,10.0
2020/21,Mexico,TO,P,26.5
2020/21,Montenegro,OO,C,0.5
2020/21,Montenegro,OO,E,0.0
2020/21,Montenegro,OO,I,0.0
2020/21,Montenegro,OO,P,0.5
2020/21,Montenegro,TO,C,0.0
2020/21,Montenegro,TO,E,0.0
2020/21,Montenegro,TO,I,0.0
2020/21,Montenegro,TO,P,0.0
2020/21,Morocco,OO,C,140.0
2020/21,Morocco,OO,E,10.0
2020/21,Morocco,OO,I,7.5
2020/21,Morocco,OO,P,160.0
2020/21,Morocco,TO,C,36.0
2020/21,Morocco,TO,E,109.0
2020/21,Morocco,TO,I,0.5
2020/21,Morocco,TO,P,130.0
2020/21,Netherlands,OO,C,21.0
2020/21,Netherlands,OO,E,1.7
2020/21,Netherlands,OO,I,1.5
2020/21,Netherlands,TO,C,16.8
2020/21,Netherlands,TO,E,1.7
2020/21,Netherlands,TO,I,2.8
2020/21,Norway,OO,C,4.0
2020/21,Norway,OO,I,4.0
2020/21,Oth.non-prod.,OO,C,145.0
2020/21,Oth.non-prod.,OO,I,145.0
2020/21,Oth.non-prod.,TO,C,80.5
2020/21,Oth.non-prod.,TO,E,0.0
2020/21,Oth.non-prod.,TO,I,80.5
2020/21,Other pr.coun.,OO,C,12.5
2020/21,Other pr.coun.,OO,E,5.0
2020/21,Other pr.coun.,OO,I,2.0
2020/21,Other pr.coun.,OO,P,15.5
2020/21,Other pr.coun.,TO,C,25.0
2020/21,Other pr.coun.,TO,E,0.0
2020/21,Other pr.coun.,TO,I,10.0
2020/21,Other pr.coun.,TO,P,15.0
2020/21,Ouzbékistan,TO,E,0.0
2020/21,Palestine,OO,C,16.0
2020/21,Palestine,OO,E,6.0
2020/21,Palestine,OO,I,0.0
2020/21,Palestine,OO,P,14.5
2020/21,Palestine,TO,C,11.0
2020/21,Palestine,TO,E,0.5
2020/21,Palestine,TO,I,0.5
2020/21,Palestine,TO,P,11.0
2020/21,Peru,TO,C,85.0
2020/21,Peru,TO,E,30.0
2020/21,Peru,TO,I,0.0
2020/21,Peru,TO,P,91.0
2020/21,Poland,OO,C,11.2
2020/21,Poland,OO,E,1.2
2020/21,Poland,OO,I,0.0
2020/21,Poland,TO,C,11.8
2020/21,Poland,TO,E,1.3
2020/21,Poland,TO,I,0.4
2020/21,Portugal,OO,C,61.8
2020/21,Portugal,OO,E,76.1
2020/21,Portugal,OO,I,0.4
2020/21,Portugal,OO,P,100.0
2020/21,Portugal,TO,C,11.7
2020/21,Portugal,TO,E,15.0
2020/21,Portugal,TO,I,0.0
2020/21,Portugal,TO,P,15.6
2020/21,Romania,OO,C,5.9
2020/21,Romania,OO,E,0.0
2020/21,Romania,OO,I,0.1
2020/21,Romania,TO,C,29.8
2020/21,Romania,TO,E,0.4
2020/21,Romania,TO,I,12.8
2020/21,Russia,OO,C,32.0
2020/21,Russia,OO,I,32.0
2020/21,Russia,TO,C,25.0
2020/21,Russia,TO,E,0.0
2020/21,Russia,TO,I,25.0
2020/21,Saudi Arabia,OO,C,33.0
2020/21,Saudi Arabia,OO,E,0.5
2020/21,Saudi Arabia,OO,I,28.0
2020/21,Saudi Arabia,OO,P,3.0
2020/21,Saudi Arabia,TO,C,32.5
2020/21,Saudi Arabia,TO,E,0.0
2020/21,Saudi Arabia,TO,I,28.0
2020/21,Saudi Arabia,TO,P,4.5
2020/21,Slovakia,OO,C,2.9
2020/21,Slovakia,OO,E,0.0
2020/21,Slovakia,OO,I,0.0
2020/21,Slovakia,TO,C,2.8
2020/21,Slovakia,TO,E,0.0
2020/21,Slovakia,TO,I,0.0
2020/21,Slovenia,OO,C,2.8
2020/21,Slovenia,OO,E,0.1
2020/21,Slovenia,OO,I,0.0
2020/21,Slovenia,OO,P,0.9
2020/21,Slovenia,TO,C,0.1
2020/21,Slovenia,TO,E,0.0
2020/21,Slovenia,TO,I,0.0
2020/21,Slovenia,TO,P,0.0
2020/21,Spain,OO,C,541.1
2020/21,Spain,OO,E,464.6
2020/21,Spain,OO,I,100.7
2020/21,Spain,OO,P,1389.0
2020/21,Spain,TO,C,167.9
2020/21,Spain,TO,E,179.4
2020/21,Spain,TO,I,16.4
2020/21,Spain,TO,P,546.3
2020/21,Sweden,OO,C,13.2
2020/21,Sweden,OO,E,0.1
2020/21,Sweden,OO,I,0.3
2020/21,Sweden,TO,C,8.8
2020/21,Sweden,TO,E,0.0
2020/21,Sweden,TO,I,1.6
2020/21,Switzerland,OO,C,18.0
2020/21,Switzerland,OO,I,18.0
2020/21,Switzerland,TO,C,15.0
2020/21,Switzerland,TO,E,0.0
2020/21,Switzerland,TO,I,15.0
2020/21,Syria,OO,C,124.5
2020/21,Syria,OO,E,18.5
