Haverst period,Country,Product Type,Indicator,Tonnes
2005/06,Lithuania,TO,I,0.0
2005/06,Luxembourg,OO,C,0.8
2005/06,Luxembourg,OO,E,0.0
2005/06,Luxembourg,OO,I,0.0
2005/06,Luxembourg,TO,C,1.6
2005/06,Luxembourg,TO,E,0.0
2005/06,Luxembourg,TO,I,0.0
2005/06,Malta,OO,C,0.5
2005/06,Malta,OO,E,0.0
2005/06,Malta,OO,I,0.0
2005/06,Malta,TO,C,0.9
2005/06,Malta,TO,E,0.0
2005/06,Malta,TO,I,0.0
2005/06,Netherlands,OO,C,14.2
2005/06,Netherlands,OO,E,0.0
2005/06,Netherlands,OO,I,0.2
2005/06,Netherlands,TO,C,5.5
2005/06,Netherlands,TO,E,0.3
2005/06,Netherlands,TO,I,4.0
2005/06,Poland,OO,C,3.2
2005/06,Poland,OO,E,0.0
2005/06,Poland,OO,I,0.0
2005/06,Poland,TO,C,3.4
2005/06,Poland,TO,E,2.2
2005/06,Poland,TO,I,0.0
2005/06,Portugal,OO,C,71.6
2005/06,Portugal,OO,E,16.7
2005/06,Portugal,OO,I,3.2
2005/06,Portugal,OO,P,29.1
2005/06,Portugal,TO,C,9.4
2005/06,Portugal,TO,E,6.5
2005/06,Portugal,TO,I,0.7
2005/06,Portugal,TO,P,8.0
2005/06,Slovakia,OO,C,0.5
2005/06,Slovakia,OO,E,0.0
2005/06,Slovakia,OO,I,0.0
2005/06,Slovakia,TO,C,1.2
2005/06,Slovakia,TO,E,0.0
2005/06,Slovakia,TO,I,0.0
2005/06,Slovenia,OO,C,1.5
2005/06,Slovenia,OO,E,0.0
2005/06,Slovenia,OO,I,0.1
2005/06,Slovenia,OO,P,0.5
2005/06,Slovenia,TO,C,0.4
2005/06,Slovenia,TO,E,0.0
2005/06,Slovenia,TO,I,0.0
2005/06,Spain,OO,C,477.8
2005/06,Spain,OO,E,99.0
2005/06,Spain,OO,I,48.0
2005/06,Spain,OO,P,826.9
2005/06,Spain,TO,C,214.1
2005/06,Spain,TO,E,187.4
2005/06,Spain,TO,I,15.8
2005/06,Spain,TO,P,420.3
2005/06,Sweden,OO,C,4.3
2005/06,Sweden,OO,E,0.1
2005/06,Sweden,OO,I,0.0
2005/06,Sweden,TO,C,9.7
2005/06,Sweden,TO,E,0.2
2005/06,Sweden,TO,I,0.7
2005/06,United King.,OO,C,48.8
2005/06,United King.,OO,E,0.7
2005/06,United King.,OO,I,0.1
2005/06,United King.,TO,C,26.8
2005/06,United King.,TO,E,0.1
2005/06,United King.,TO,I,4.8
2006/07,Austria,OO,C,7.9
2006/07,Austria,OO,E,0.2
2006/07,Austria,OO,I,0.0
2006/07,Austria,TO,C,2.9
2006/07,Austria,TO,E,0.1
2006/07,Austria,TO,I,0.3
2006/07,Belgium,OO,C,6.2
2006/07,Belgium,OO,E,0.3
2006/07,Belgium,OO,I,0.2
2006/07,Belgium,TO,C,7.7
2006/07,Belgium,TO,E,0.3
2006/07,Belgium,TO,I,5.0
2006/07,Bulgaria,OO,C,0.6
2006/07,Bulgaria,OO,E,0.0
2006/07,Bulgaria,OO,I,0.0
2006/07,Bulgaria,TO,C,9.3
2006/07,Bulgaria,TO,E,0.0
2006/07,Bulgaria,TO,I,6.4
2006/07,Cyprus,OO,C,8.2
2006/07,Cyprus,OO,E,0.0
2006/07,Cyprus,OO,I,0.0
2006/07,Cyprus,OO,P,8.3
2006/07,Cyprus,TO,C,6.2
2006/07,Cyprus,TO,E,0.0
2006/07,Cyprus,TO,I,0.0
2006/07,Cyprus,TO,P,6.1
2006/07,Czech. Rep.,OO,C,3.1
2006/07,Czech. Rep.,OO,E,0.0
2006/07,Czech. Rep.,OO,I,0.0
2006/07,Czech. Rep.,TO,C,0.4
2006/07,Czech. Rep.,TO,E,0.0
2006/07,Czech. Rep.,TO,I,0.0
2006/07,Denmark,OO,C,3.5
2006/07,Denmark,OO,E,0.1
2006/07,Denmark,OO,I,0.0
2006/07,Denmark,TO,C,3.6
2006/07,Denmark,TO,E,0.0
2006/07,Denmark,TO,I,0.2
2006/07,Estonia,OO,C,0.2
2006/07,Estonia,OO,E,0.0
2006/07,Estonia,OO,I,0.0
2006/07,Estonia,TO,C,0.4
2006/07,Estonia,TO,E,0.1
2006/07,Estonia,TO,I,0.0
2006/07,Finland,OO,C,1.7
2006/07,Finland,OO,E,0.0
2006/07,Finland,OO,I,0.0
2006/07,Finland,TO,C,3.1
2006/07,Finland,TO,E,0.0
2006/07,Finland,TO,I,0.0
2006/07,France,OO,C,101.8
2006/07,France,OO,E,1.6
2006/07,France,OO,I,2.5
2006/07,France,OO,P,3.3
2006/07,France,TO,C,55.1
2006/07,France,TO,E,2.1
2006/07,France,TO,I,27.3
2006/07,France,TO,P,1.5
2006/07,Germany,OO,C,48.3
2006/07,Germany,OO,E,0.9
2006/07,Germany,OO,I,0.0
2006/07,Germany,TO,C,48.9
2006/07,Germany,TO,E,2.6
2006/07,Germany,TO,I,14.5
2006/07,Greece,OO,C,269.5
2006/07,Greece,OO,E,12.8
2006/07,Greece,OO,I,0.0
2006/07,Greece,OO,P,370.0
2006/07,Greece,TO,C,26.0
2006/07,Greece,TO,E,39.0
2006/07,Greece,TO,I,0.0
2006/07,Greece,TO,P,108.0
2006/07,Hungary,OO,C,1.7
2006/07,Hungary,OO,E,0.0
2006/07,Hungary,OO,I,0.0
2006/07,Hungary,TO,C,0.6
2006/07,Hungary,TO,E,1.0
2006/07,Hungary,TO,I,0.0
2006/07,Ireland,OO,C,7.8
2006/07,Ireland,OO,E,0.0
2006/07,Ireland,OO,I,0.9
2006/07,Ireland,TO,C,0.5
2006/07,Ireland,TO,E,0.0
2006/07,Ireland,TO,I,0.0
2006/07,Italy,OO,C,730.0
2006/07,Italy,OO,E,185.8
2006/07,Italy,OO,I,149.3
2006/07,Italy,OO,P,490.0
2006/07,Italy,TO,C,122.0
2006/07,Italy,TO,E,3.0
2006/07,Italy,TO,I,7.9
2006/07,Italy,TO,P,80.0
2006/07,Latvia,OO,C,0.7
2006/07,Latvia,OO,E,0.0
2006/07,Latvia,OO,I,0.0
2006/07,Latvia,TO,C,0.3
2006/07,Latvia,TO,E,0.0
2006/07,Latvia,TO,I,0.0
2006/07,Lithuania,OO,C,0.2
2006/07,Lithuania,OO,E,0.2
2006/07,Lithuania,OO,I,0.0
2006/07,Lithuania,TO,C,0.3
2006/07,Lithuania,TO,E,0.1
2006/07,Lithuania,TO,I,0.0
2006/07,Luxembourg,OO,C,0.9
2006/07,Luxembourg,OO,E,0.0
2006/07,Luxembourg,OO,I,0.0
2006/07,Luxembourg,TO,C,0.2
2006/07,Luxembourg,TO,E,0.0
2006/07,Luxembourg,TO,I,0.0
2006/07,Malta,OO,C,18.8
2006/07,Malta,OO,E,0.0
2006/07,Malta,OO,I,0.0
2006/07,Malta,TO,C,3.8
2006/07,Malta,TO,E,0.0
2006/07,Malta,TO,I,0.0
2006/07,Netherlands,OO,C,16.1
2006/07,Netherlands,OO,E,0.0
2006/07,Netherlands,OO,I,0.4
2006/07,Netherlands,TO,C,6.3
2006/07,Netherlands,TO,E,0.4
2006/07,Netherlands,TO,I,4.4
2006/07,Poland,OO,C,3.4
2006/07,Poland,OO,E,0.2
2006/07,Poland,OO,I,0.0
2006/07,Poland,TO,C,1.7
2006/07,Poland,TO,E,0.4
2006/07,Poland,TO,I,0.1
2006/07,Portugal,OO,C,76.8
2006/07,Portugal,OO,E,23.2
2006/07,Portugal,OO,I,2.2
2006/07,Portugal,OO,P,47.5
2006/07,Portugal,TO,C,8.8
2006/07,Portugal,TO,E,18.5
2006/07,Portugal,TO,I,0.4
2006/07,Portugal,TO,P,19.2
2006/07,Romania,OO,C,2.0
2006/07,Romania,OO,I,0.0
2006/07,Romania,TO,C,23.2
2006/07,Romania,TO,E,0.0
2006/07,Romania,TO,I,17.9
2006/07,Slovakia,OO,C,0.7
2006/07,Slovakia,OO,E,0.0
2006/07,Slovakia,OO,I,0.0
2006/07,Slovakia,TO,C,1.2
2006/07,Slovakia,TO,E,0.0
2006/07,Slovakia,TO,I,0.0
2006/07,Slovenia,OO,C,1.5
2006/07,Slovenia,OO,E,0.0
2006/07,Slovenia,OO,I,0.1
2006/07,Slovenia,OO,P,0.3
2006/07,Slovenia,TO,C,1.1
2006/07,Slovenia,TO,E,0.0
2006/07,Slovenia,TO,I,0.3
2006/07,Slovenia,TO,P,0.0
2006/07,Spain,OO,C,538.7
2006/07,Spain,OO,E,124.8
2006/07,Spain,OO,I,67.9
2006/07,Spain,OO,P,1111.4
2006/07,Spain,TO,C,243.8
2006/07,Spain,TO,E,193.0
2006/07,Spain,TO,I,13.0
2006/07,Spain,TO,P,499.7
2006/07,Sweden,OO,C,6.7
2006/07,Sweden,OO,E,0.1
2006/07,Sweden,OO,I,0.0
2006/07,Sweden,TO,C,9.1
2006/07,Sweden,TO,E,0.1
2006/07,Sweden,TO,I,0.9
2006/07,United King.,OO,C,47.6
2006/07,United King.,OO,E,0.7
2006/07,United King.,OO,I,0.2
2006/07,United King.,TO,C,41.6
2006/07,United King.,TO,E,0.1
2006/07,United King.,TO,I,5.8
2007/08,Austria,OO,C,9.5
2007/08,Austria,OO,E,0.3
2007/08,Austria,OO,I,0.1
2007/08,Austria,TO,C,4.4
2007/08,Austria,TO,E,0.1
2007/08,Austria,TO,I,0.5
2007/08,Belgium,OO,C,3.2
2007/08,Belgium,OO,E,0.3
2007/08,Belgium,OO,I,0.1
2007/08,Belgium,TO,C,9.3
2007/08,Belgium,TO,E,0.3
2007/08,Belgium,TO,I,6.0
2007/08,Bulgaria,OO,C,0.7
2007/08,Bulgaria,OO,E,0.0
2007/08,Bulgaria,OO,I,0.0
2007/08,Bulgaria,TO,C,17.8
2007/08,Bulgaria,TO,E,0.0
2007/08,Bulgaria,TO,I,16.4
2007/08,Cyprus,OO,C,4.9
2007/08,Cyprus,OO,E,0.0
2007/08,Cyprus,OO,I,0.0
2007/08,Cyprus,TO,C,5.3
2007/08,Cyprus,TO,E,0.0
2007/08,Cyprus,TO,I,0.0
2007/08,Cyprus,TO,P,4.0
2007/08,Czech. Rep.,OO,C,6.0
2007/08,Czech. Rep.,OO,E,0.0
2007/08,Czech. Rep.,OO,I,0.0
2007/08,Czech. Rep.,TO,C,0.3
2007/08,Czech. Rep.,TO,E,0.0
2007/08,Czech. Rep.,TO,I,0.1
2007/08,Denmark,OO,C,4.3
2007/08,Denmark,OO,E,0.1
2007/08,Denmark,OO,I,0.0
2007/08,Denmark,TO,C,3.7
2007/08,Denmark,TO,E,0.0
2007/08,Denmark,TO,I,0.3
2007/08,Estonia,OO,C,0.2
2007/08,Estonia,OO,E,0.0
2007/08,Estonia,OO,I,0.0
2007/08,Estonia,TO,C,0.2
2007/08,Estonia,TO,E,0.0
2007/08,Estonia,TO,I,0.0
2007/08,Finland,OO,C,1.6
2007/08,Finland,OO,E,0.0
2007/08,Finland,OO,I,0.0
2007/08,Finland,TO,C,0.7
2007/08,Finland,TO,E,0.0
2007/08,Finland,TO,I,0.0
2007/08,France,OO,C,101.6
2007/08,France,OO,E,1.5
2007/08,France,OO,I,3.7
2007/08,France,TO,C,52.7
2007/08,France,TO,E,1.9
2007/08,France,TO,I,28.3
2007/08,France,TO,P,1.5
2007/08,Germany,OO,C,48.0
2007/08,Germany,OO,E,0.8
2007/08,Germany,OO,I,0.3
2007/08,Germany,TO,C,51.6
2007/08,Germany,TO,E,1.6
2007/08,Germany,TO,I,13.4
2007/08,Greece,OO,C,264.0
2007/08,Greece,OO,E,9.8
2007/08,Greece,OO,I,0.0
2007/08,Greece,TO,C,24.0
2007/08,Greece,TO,E,30.0
2007/08,Greece,TO,I,3.0
2007/08,Greece,TO,P,95.0
2007/08,Hungary,OO,C,1.8
2007/08,Hungary,OO,E,0.1
2007/08,Hungary,OO,I,0.0
2007/08,Hungary,TO,C,1.3
2007/08,Hungary,TO,E,1.7
2007/08,Hungary,TO,I,0.0
2007/08,Ireland,OO,C,6.1
2007/08,Ireland,OO,E,0.0
2007/08,Ireland,OO,I,0.0
2007/08,Ireland,TO,C,0.3
2007/08,Ireland,TO,E,0.0
2007/08,Ireland,TO,I,0.0
2007/08,Italy,OO,C,705.0
2007/08,Italy,OO,E,180.2
2007/08,Italy,OO,I,116.6
2007/08,Italy,TO,C,122.0
2007/08,Italy,TO,E,2.6
2007/08,Italy,TO,I,10.7
2007/08,Italy,TO,P,55.7
2007/08,Latvia,OO,C,1.1
2007/08,Latvia,OO,E,0.0
2007/08,Latvia,OO,I,0.0
2007/08,Latvia,TO,C,0.2
2007/08,Latvia,TO,E,0.0
2007/08,Latvia,TO,I,0.0
2007/08,Lithuania,OO,C,0.4
2007/08,Lithuania,OO,E,0.1
2007/08,Lithuania,OO,I,0.0
2007/08,Lithuania,TO,C,0.7
2007/08,Lithuania,TO,E,0.1
2007/08,Lithuania,TO,I,0.0
2007/08,Luxembourg,OO,C,0.8
2007/08,Luxembourg,OO,E,0.0
2007/08,Luxembourg,OO,I,0.0
2007/08,Luxembourg,TO,C,0.2
2007/08,Luxembourg,TO,E,0.0
2007/08,Luxembourg,TO,I,0.0
2007/08,Malta,OO,C,0.5
2007/08,Malta,OO,E,0.0
2007/08,Malta,OO,I,0.0
2007/08,Malta,TO,C,0.9
2007/08,Malta,TO,E,0.0
2007/08,Malta,TO,I,0.0
2007/08,Netherlands,OO,C,12.8
2007/08,Netherlands,OO,E,0.1
2007/08,Netherlands,OO,I,0.3
2007/08,Netherlands,TO,C,4.0
2007/08,Netherlands,TO,E,0.2
2007/08,Netherlands,TO,I,1.3
2007/08,Poland,OO,C,3.5
2007/08,Poland,OO,E,0.1
2007/08,Poland,OO,I,0.0
2007/08,Poland,TO,C,5.3
2007/08,Poland,TO,E,0.9
2007/08,Poland,TO,I,0.0
2007/08,Portugal,OO,C,75.8
2007/08,Portugal,OO,E,29.0
2007/08,Portugal,OO,I,0.1
2007/08,Portugal,TO,C,12.8
2007/08,Portugal,TO,E,9.7
2007/08,Portugal,TO,I,0.3
2007/08,Portugal,TO,P,11.0
2007/08,Romania,OO,C,2.7
2007/08,Romania,OO,E,0.0
2007/08,Romania,OO,I,0.1
2007/08,Romania,TO,C,31.0
2007/08,Romania,TO,E,0.0
2007/08,Romania,TO,I,23.6
2007/08,Slovakia,OO,C,0.9
2007/08,Slovakia,OO,E,0.0
2007/08,Slovakia,OO,I,0.0
2007/08,Slovakia,TO,C,8.5
2007/08,Slovakia,TO,E,0.0
2007/08,Slovakia,TO,I,0.0
2007/08,Slovenia,OO,C,1.7
2007/08,Slovenia,OO,E,0.1
2007/08,Slovenia,OO,I,0.1
2007/08,Slovenia,TO,C,0.9
2007/08,Slovenia,TO,E,0.0
2007/08,Slovenia,TO,I,0.0
2007/08,Slovenia,TO,P,0.0
2007/08,Spain,OO,C,546.3
2007/08,Spain,OO,E,133.9
2007/08,Spain,OO,I,40.3
2007/08,Spain,TO,C,183.6
2007/08,Spain,TO,E,198.3
2007/08,Spain,TO,I,5.1
2007/08,Spain,TO,P,553.3
2007/08,Sweden,OO,C,6.4
2007/08,Sweden,OO,E,0.1
2007/08,Sweden,OO,I,0.1
2007/08,Sweden,TO,C,8.9
2007/08,Sweden,TO,E,0.2
2007/08,Sweden,TO,I,1.0
2007/08,United King.,OO,C,56.1
2007/08,United King.,OO,E,0.5
2007/08,United King.,OO,I,0.2
2007/08,United King.,TO,C,26.4
2007/08,United King.,TO,E,0.2
2007/08,United King.,TO,I,4.9
2008/9,Albania,OO,C,7.0
2008/9,Albania,OO,E,0.0
2008/9,Albania,OO,I,1.0
2008/9,Albania,OO,P,6.0
2008/9,Albania,TO,C,20.0
2008/9,Albania,TO,E,1.0
2008/9,Albania,TO,I,1.0
2008/9,Albania,TO,P,20.0
2008/9,Algeria,OO,C,55.0
2008/9,Algeria,OO,E,0.0
2008/9,Algeria,OO,I,0.5
2008/9,Algeria,OO,P,61.5
2008/9,Algeria,TO,C,97.5
2008/9,Algeria,TO,E,0.0
2008/9,Algeria,TO,I,4.0
2008/9,Algeria,TO,P,98.0
2008/9,Argentina,OO,C,5.0
2008/9,Argentina,OO,E,14.0
2008/9,Argentina,OO,I,0.0
2008/9,Argentina,OO,P,23.0
2008/9,Argentina,TO,C,14.0
2008/9,Argentina,TO,E,73.0
2008/9,Argentina,TO,I,0.0
2008/9,Argentina,TO,P,95.0
2008/9,Australia,OO,C,37.0
2008/9,Australia,OO,E,6.5
2008/9,Australia,OO,I,28.5
2008/9,Australia,OO,P,15.0
2008/9,Australia,TO,C,19.0
2008/9,Australia,TO,E,0.0
2008/9,Australia,TO,I,16.0
2008/9,Australia,TO,P,3.0
2008/9,Austria,OO,C,8.9
2008/9,Austria,OO,E,0.2
2008/9,Austria,OO,I,0.0
2008/9,Belgium,OO,C,11.5
2008/9,Belgium,OO,E,0.7
2008/9,Belgium,OO,I,0.4
2008/9,Brazil,OO,C,42.0
2008/9,Brazil,OO,E,0.0
2008/9,Brazil,OO,I,42.0
2008/9,Brazil,TO,C,69.0
2008/9,Brazil,TO,E,0.0
2008/9,Brazil,TO,I,69.0
2008/9,Brazil,TO,P,0.0
2008/9,Bulgaria,OO,C,1.0
2008/9,Bulgaria,OO,E,0.0
2008/9,Bulgaria,OO,I,0.0
2008/9,Bulgaria,TO,E,0.0
2008/9,Canada,OO,C,30.0
2008/9,Canada,OO,I,30.0
2008/9,Canada,TO,C,26.0
2008/9,Canada,TO,E,0.0
2008/9,Canada,TO,I,26.0
2008/9,Chile,OO,C,7.5
2008/9,Chile,OO,E,2.0
2008/9,Chile,OO,I,1.0
2008/9,Chile,OO,P,8.5
2008/9,Chile,TO,C,21.0
2008/9,Chile,TO,E,3.0
2008/9,Chile,TO,I,5.0
2008/9,Chile,TO,P,20.0
2008/9,China,OO,C,12.0
2008/9,China,OO,I,12.0
2008/9,Croatia,OO,C,7.0
2008/9,Croatia,OO,E,0.0
2008/9,Croatia,OO,I,1.5
2008/9,Croatia,OO,P,6.0
2008/9,Croatia,TO,C,3.0
2008/9,Croatia,TO,E,0.0
2008/9,Croatia,TO,I,2.0
2008/9,Croatia,TO,P,1.5
2008/9,Cyprus,OO,C,4.1
2008/9,Cyprus,OO,E,0.0
2008/9,Cyprus,OO,I,0.0
2008/9,Cyprus,OO,P,2.8
2008/9,Czech. Rep.,OO,C,4.8
2008/9,Czech. Rep.,OO,E,0.0
2008/9,Czech. Rep.,OO,I,0.0
2008/9,Denmark,OO,C,4.5
2008/9,Denmark,OO,E,0.0
2008/9,Denmark,OO,I,0.0
2008/9,Egypt,OO,C,5.0
2008/9,Egypt,OO,E,3.5
2008/9,Egypt,OO,I,3.5
2008/9,Egypt,OO,P,5.0
2008/9,Egypt,TO,C,360.0
2008/9,Egypt,TO,E,88.0
2008/9,Egypt,TO,I,0.0
2008/9,Egypt,TO,P,440.0
2008/9,Estonia,OO,C,0.1
2008/9,Estonia,OO,E,0.1
2008/9,Estonia,OO,I,0.0
2008/9,EU,OO,C,1.0
2008/9,EU,OO,E,376.0
2008/9,EU,OO,I,96.0
2008/9,EU,OO,P,1939.0
2008/9,EU,TO,C,549.0
2008/9,EU,TO,E,239.0
2008/9,EU,TO,I,96.5
2008/9,EU,TO,P,677.0
2008/9,Finland,OO,C,1.7
2008/9,Finland,OO,E,0.0
2008/9,Finland,OO,I,0.0
2008/9,France,OO,C,113.5
2008/9,France,OO,E,1.6
2008/9,France,OO,I,4.4
2008/9,France,OO,P,7.0
2008/9,Germany,OO,C,47.7
2008/9,Germany,OO,E,0.7
2008/9,Germany,OO,I,0.3
2008/9,Greece,OO,C,229.0
2008/9,Greece,OO,E,11.0
2008/9,Greece,OO,I,0.0
2008/9,Greece,OO,P,305.0
2008/9,Hungary,OO,C,1.9
2008/9,Hungary,OO,E,0.0
2008/9,Hungary,OO,I,0.0
2008/9,Iran,OO,C,7.0
2008/9,Iran,OO,E,0.0
2008/9,Iran,OO,I,3.0
2008/9,Iran,OO,P,4.5
2008/9,Iran,TO,C,32.5
2008/9,Iran,TO,E,0.0
2008/9,Iran,TO,I,1.0
2008/9,Iran,TO,P,30.5
2008/9,Iraq,OO,C,0.0
2008/9,Iraq,OO,E,0.0
2008/9,Iraq,OO,I,0.0
2008/9,Iraq,TO,C,0.0
2008/9,Iraq,TO,E,0.0
2008/9,Iraq,TO,I,0.0
2008/9,Iraq,TO,P,0.0
2008/9,Ireland,OO,C,8.0
2008/9,Ireland,OO,E,0.2
2008/9,Ireland,OO,I,0.0
2008/9,Israel,OO,C,17.0
2008/9,Israel,OO,E,0.0
2008/9,Israel,OO,I,8.0
2008/9,Israel,OO,P,9.0
2008/9,Israel,TO,C,21.0
2008/9,Israel,TO,E,2.0
2008/9,Israel,TO,I,6.0
2008/9,Israel,TO,P,17.0
2008/9,Italy,OO,C,710.0
2008/9,Italy,OO,E,176.9
2008/9,Italy,OO,I,79.5
2008/9,Italy,OO,P,540.0
2008/9,Japan,OO,C,30.0
2008/9,Japan,OO,I,30.0
2008/9,Japan,TO,C,2.5
2008/9,Japan,TO,E,0.0
2008/9,Japan,TO,I,2.5
2008/9,Jordan,OO,C,23.5
2008/9,Jordan,OO,E,1.5
2008/9,Jordan,OO,I,1.5
2008/9,Jordan,OO,P,18.5
2008/9,Jordan,TO,C,25.5
2008/9,Jordan,TO,E,2.0
2008/9,Jordan,TO,I,0.5
2008/9,Jordan,TO,P,27.0
2008/9,Latvia,OO,C,1.4
2008/9,Latvia,OO,E,0.0
2008/9,Latvia,OO,I,0.0
2008/9,Lebanon,OO,C,20.0
2008/9,Lebanon,OO,E,2.5
2008/9,Lebanon,OO,I,2.0
2008/9,Lebanon,OO,P,12.0
2008/9,Lebanon,TO,C,20.0
2008/9,Lebanon,TO,E,2.0
2008/9,Lebanon,TO,I,6.0
2008/9,Lebanon,TO,P,19.0
2008/9,Libya,OO,C,15.0
2008/9,Libya,OO,E,0.0
2008/9,Libya,OO,I,0.0
2008/9,Libya,OO,P,15.0
2008/9,Libya,TO,C,7.5
2008/9,Libya,TO,E,0.0
2008/9,Libya,TO,I,4.5
2008/9,Libya,TO,P,3.0
2008/9,Lithuania,OO,C,0.5
2008/9,Lithuania,OO,E,0.2
2008/9,Lithuania,OO,I,0.0
2008/9,Luxembourg,OO,C,0.9
2008/9,Luxembourg,OO,E,0.0
2008/9,Luxembourg,OO,I,0.0
2008/9,Malta,OO,C,0.6
2008/9,Malta,OO,E,0.0
2008/9,Malta,OO,I,0.0
2008/9,Mexico,OO,C,9.5
2008/9,Mexico,OO,E,0.0
2008/9,Mexico,OO,I,9.5
2008/9,Mexico,OO,P,0.0
2008/9,Mexico,TO,C,16.5
2008/9,Mexico,TO,E,0.0
2008/9,Mexico,TO,I,7.0
2008/9,Mexico,TO,P,8.0
2008/9,Montenegro,OO,C,0.5
2008/9,Montenegro,OO,E,0.0
2008/9,Montenegro,OO,I,0.0
2008/9,Montenegro,OO,P,0.5
2008/9,Montenegro,TO,C,0.5
2008/9,Montenegro,TO,E,0.0
2008/9,Montenegro,TO,I,0.0
2008/9,Montenegro,TO,P,0.5
2008/9,Morocco,OO,C,70.0
2008/9,Morocco,OO,E,3.0
2008/9,Morocco,OO,I,15.0
2008/9,Morocco,OO,P,85.0
2008/9,Morocco,TO,C,29.0
2008/9,Morocco,TO,E,57.0
2008/9,Morocco,TO,I,0.0
2008/9,Morocco,TO,P,100.0
2008/9,Netherlands,OO,C,11.7
2008/9,Netherlands,OO,E,0.2
2008/9,Netherlands,OO,I,0.2
2008/9,Norway,OO,C,3.0
2008/9,Norway,OO,I,3.0
2008/9,Oth.non-prod.,OO,C,20.0
2008/9,Oth.non-prod.,OO,I,20.0
2008/9,Oth.non-prod.,TO,C,40.0
2008/9,Oth.non-prod.,TO,E,0.0
2008/9,Oth.non-prod.,TO,I,40.0
2008/9,Other pr.coun.,OO,C,13.0
2008/9,Other pr.coun.,OO,E,5.0
2008/9,Other pr.coun.,OO,I,3.0
2008/9,Other pr.coun.,OO,P,15.0
2008/9,Other pr.coun.,TO,C,25.0
2008/9,Other pr.coun.,TO,E,0.0
2008/9,Other pr.coun.,TO,I,10.0
2008/9,Other pr.coun.,TO,P,15.0
2008/9,Palestine,OO,C,14.0
2008/9,Palestine,OO,E,3.0
2008/9,Palestine,OO,I,0.0
2008/9,Palestine,OO,P,20.0
2008/9,Palestine,TO,C,5.0
2008/9,Palestine,TO,E,1.0
2008/9,Palestine,TO,I,0.0
2008/9,Palestine,TO,P,9.0
2008/9,Peru,TO,C,25.5
2008/9,Peru,TO,E,16.0
2008/9,Peru,TO,I,0.0
2008/9,Peru,TO,P,9.0
2008/9,Poland,OO,C,5.1
2008/9,Poland,OO,E,0.0
2008/9,Poland,OO,I,0.0
2008/9,Portugal,OO,C,87.5
2008/9,Portugal,OO,E,30.7
2008/9,Portugal,OO,I,0.1
2008/9,Portugal,OO,P,53.4
2008/9,Romania,OO,C,1.5
2008/9,Romania,OO,E,0.0
2008/9,Romania,OO,I,0.0
2008/9,Russia,OO,C,15.0
2008/9,Russia,OO,I,15.0
2008/9,Russia,TO,C,90.0
2008/9,Russia,TO,E,0.0
2008/9,Russia,TO,I,90.0
2008/9,Saudi Arabia,OO,C,6.5
2008/9,Saudi Arabia,OO,E,0.5
2008/9,Saudi Arabia,OO,I,5.5
2008/9,Saudi Arabia,OO,P,3.0
2008/9,Saudi Arabia,TO,C,31.5
2008/9,Saudi Arabia,TO,E,0.0
2008/9,Saudi Arabia,TO,I,27.0
2008/9,Saudi Arabia,TO,P,4.5
2008/9,Slovakia,OO,C,1.1
2008/9,Slovakia,OO,E,0.0
2008/9,Slovakia,OO,I,0.0
2008/9,Slovenia,OO,C,1.8
2008/9,Slovenia,OO,E,0.0
2008/9,Slovenia,OO,I,0.1
2008/9,Slovenia,OO,P,0.5
2008/9,Spain,OO,C,533.6
2008/9,Spain,OO,E,153.4
2008/9,Spain,OO,I,10.8
2008/9,Spain,OO,P,1030.0
2008/9,Sweden,OO,C,7.2
2008/9,Sweden,OO,E,0.1
2008/9,Sweden,OO,I,0.2
2008/9,Switzerland,OO,C,6.0
2008/9,Switzerland,OO,E,0.0
2008/9,Switzerland,OO,I,6.0
2008/9,Switzerland,TO,C,5.5
2008/9,Switzerland,TO,E,0.0
2008/9,Switzerland,TO,I,5.5
2008/9,Syria,OO,C,110.0
2008/9,Syria,OO,E,15.0
2008/9,Syria,OO,I,5.0
2008/9,Syria,OO,P,130.0
2008/9,Syria,TO,C,94.0
2008/9,Syria,TO,E,24.0
2008/9,Syria,TO,I,0.0
2008/9,Syria,TO,P,120.0
2008/9,Taiwan,OO,C,3.0
2008/9,Taiwan,OO,I,3.0
2008/9,Tunisia,OO,C,21.0
2008/9,Tunisia,OO,E,142.0
2008/9,Tunisia,OO,I,0.0
2008/9,Tunisia,OO,P,160.0
2008/9,Tunisia,TO,C,10.0
2008/9,Tunisia,TO,E,7.0
2008/9,Tunisia,TO,I,0.5
2008/9,Tunisia,TO,P,18.0
2008/9,Türkiye,OO,C,108.0
2008/9,Türkiye,OO,E,31.0
2008/9,Türkiye,OO,I,0.0
2008/9,Türkiye,OO,P,130.0
2008/9,Türkiye,TO,C,240.0
2008/9,Türkiye,TO,E,65.0
2008/9,Türkiye,TO,I,0.0
2008/9,Türkiye,TO,P,300.0
2008/9,United King.,OO,C,56.4
2008/9,United King.,OO,E,0.2
2008/9,United King.,OO,I,0.2
2008/9,USA,OO,C,256.0
2008/9,USA,OO,E,3.0
2008/9,USA,OO,I,255.0
2008/9,USA,OO,P,3.0
2008/9,USA,TO,C,210.0
2008/9,USA,TO,E,4.5
2008/9,USA,TO,I,126.0
2008/9,USA,TO,P,47.5
2009/10,Albania,OO,C,6.0
2009/10,Albania,OO,E,0.0
